"N","a","t","s","H","rho_Psi","w_Psi"
-1.09,0.33621649370673334,0.2344625946008342,26.311339343265892,2.9020725508867953,1.5661490650178544,-1.0010379861167238
-1.08,0.3395955256449391,0.23793275315919496,25.533721747351525,2.861555682453796,1.5662056644048685,-1.001385849025588
-1.07,0.34300851741870664,0.24145199778641677,24.779086224587697,2.821681709657909,1.5662808188431763,-1.0018309577316356
-1.06,0.3464558103300574,0.2450209236235289,24.046753552064494,2.7824418868948135,1.5663795863188945,-1.0023944696436535
-1.05,0.3499377491111553,0.24864012823934994,23.336064580942715,2.7438276895219516,1.5665080910913596,-1.0031005252125909
-1.04,0.35345468195878016,0.25231021127022857,22.646379643175397,2.705830825531246,1.5666736666322707,-1.0039762911919998
-1.03,0.3570069605691474,0.2560317740097527,21.97707797576342,2.6684432481941927,1.566884999261811,-1.0050519144484549
-1.02,0.3605949401730783,0.25980541894226883,21.327557162026903,2.6316571694423563,1.5671522682056827,-1.0063603718498333
-1.01,0.3642189795715233,0.2636317492138617,20.697232589389504,2.595465073679839,1.5674872772381518,-1.0079372039228365
-1,0.36787944117144233,0.26751136803351566,20.085536923187668,2.5598597316600187,1.5679035726462567,-1.0098201230019102
-0.99,0.3715766910220457,0.2714448779944144,19.491919596031117,2.524834213999757,1.5684165419841238,-1.0120484904360953
-0.98,0.37531109885139957,0.2754328803141051,18.91584631225504,2.490381903853734,1.5690434880128392,-1.0146626619800236
-0.97,0.37908303810339883,0.2794759739888513,18.356798567017922,2.456496508232516,1.569803672361519,-1.01770320563031
-0.96,0.38289288597511206,0.28357475485715933,17.814273179612197,2.423172067423212,1.5707183238104454,-1.0212100017013677
-0.95,0.38674102345450123,0.28772981456815777,17.28778184056764,2.390402961963469,1.5718106066879916,-1.0252212406553842
-0.94,0.39062783535852114,0.2919417394525758,16.776850672139872,2.358183916629594,1.5731055456789391,-1.029772339873873
-0.93,0.3945537103716011,0.29621110929560174,16.28101980178843,2.3265100009288737,1.57462990434125,-1.034894805927757
-0.92,0.39851904108451414,0.3005384960114566,15.799842948260398,2.2953766256347037,1.576412015789832,-1.040615073702952
-0.91,0.40252422403363597,0.30492446220512404,15.332887019907195,2.264779534970287,1.578481565289411,-1.046953357700459
-0.9,0.4065696597405991,0.3093695596558803,14.879731724872833,2.2347147941309444,1.5808693258577684,-1.0539225536944852
-0.89,0.4106557527523455,0.3138743277340886,14.43996919280288,2.2051787719342206,1.5836068493647901,-1.0615272304612378
-0.88,0.4147829116815814,0.31843929169720153,14.013203607733614,2.176168118498117,1.5867261169697604,-1.0697627512835635
-0.87,0.418951549247639,0.32306496114371364,13.599050851830926,2.147679737967536,1.590259154017961,-1.0786145632443436
-0.86,0.4231620823177488,0.3277518279891038,13.197138159658358,2.1197107564336095,1.594237615670098,-1.0880576888663338
-0.85,0.4274149319487267,0.33250036482507545,12.807103782663033,2.092258485316034,1.598692350522166,-1.0980564494457172
-0.84,0.43171052342907973,0.3373110230831283,12.428596663577544,2.065320380600843,1.603652950254276,-1.1085644425676848
-0.83,0.4360492863215356,0.34218423124620423,12.061276120444719,2.038893998441278,1.6091472938985913,-1.119524787997907
-0.82,0.4404316545059993,0.3471203930971358,11.704811539980854,2.0129769477339967,1.6152010956222989,-1.130870646733268
-0.81,0.4448580662229411,0.352119886027452,11.358882080001456,1.9875668403734619,1.6218374649747938,-1.142526007885217
-0.8,0.44932896411722156,0.3571830594277515,11.023176380641601,1.9626612399612842,1.6290764883519842,-1.154406727753709
-0.79,0.45384479528235583,0.3623102331960035,10.697392284111052,1.938257609802422,1.6369348399969204,-1.166421795471606
-0.78,0.4584060113052235,0.36750169638324093,10.381236562731845,1.914353261054821,1.6454254302049471,-1.1784747905125776
-0.77,0.46301306831122807,0.3727577059977678,10.074424655013587,1.8909453019126279,1.6545570975602473,-1.1904654896834508
-0.76,0.46766642700990924,0.37807848606692884,9.776680409528906,1.8680305886951656,1.6643343510311632,-1.2022915754150263
-0.75,0.4723665527410147,0.3834642264530619,9.487735836358526,1.8456056796850653,1.6747571666299979,-1.2138503935624794
-0.74,0.4771139155210344,0.38891508299003125,9.20733086588225,1.8236667925102092,1.6858208421370102,-1.2250407077251704
-0.73,0.48190899009020244,0.3944311765811336,8.93521311469875,1.8022097657972749,1.6975159121364773,-1.2357643983347963
-0.72,0.4867522559599717,0.4000125931594511,8.671137658463454,1.781230025741649,1.7098281243524143,-1.2459280583174337
-0.71,0.4916441974609651,0.4056593840184282,8.41486681144013,1.7607225581419192,1.7227384770379952,-1.2554444427368456
-0.7,0.4965853037914095,0.41137156619652326,8.16616991256765,1.7406818863398497,1.7362233159977705,-1.2642337370774344
-0.69,0.5015760690660556,0.41714912319015,7.9248231178494875,1.7211020553917027,1.7502544887331313,-1.2722246172419198
-0.68,0.5066169923655895,0.4229920059332929,7.690609198878998,1.7019766226771875,1.7647995522221125,-1.2793550833925498
-0.67,0.5117085777865424,0.42890013403656596,7.463317347319195,1.6832986550312787,1.7798220299924994,-1.2855730589251517
-0.66,0.5168513344916992,0.43487339727438423,7.242742985161012,1.6650607323647484,1.7952817134350374,-1.290836754640987
-0.65,0.522045776761016,0.44091165730494725,7.028687580589294,1.6472549576243718,1.8111350017390284,-1.2951148061521907
-0.64,0.5272924240430485,0.44701474960409043,6.8209584692907494,1.6298729728359989,1.8273352744185776,-1.298386199397483
-0.63,0.5325918010068972,0.45318248559078256,6.619368681043078,1.612905980875374,1.8438332901326664,-1.3006400046378426
-0.62,0.5379444375946745,0.45941465491923134,6.423736771429134,1.5963447725246283,1.8605776053806033,-1.3018749433378298
-0.61,0.5433508690744998,0.4657110279102545,6.2338866585247175,1.5801797582982877,1.8775150066674755,-1.3020988149091868
-0.6,0.5488116360940265,0.47207135809282985,6.049647464412946,1.5644010044625254,1.8945909498705007,-1.3013278114776412
-0.59,0.5543272847345071,0.4784953848255791,5.8708533613826015,1.5489982726258387,1.911750000783142,-1.2995857487771199
-0.58,0.559898366565402,0.4849828359727839,5.697343422671991,1.5339610622485886,1.9289362711545341,-1.2969032401695564
-0.57,0.5655254386995371,0.49153343056197474,5.528961477624004,1.5192786554026438,1.9460938449613914,-1.2933168388501897
-0.56,0.5712090638488149,0.4981468815401954,5.3655559711219745,1.504940163110174,1.9631671901320191,-1.2888681707514411
-0.55,0.5769498103804866,0.5048228982972806,5.206979827179849,1.4909345726014889,1.9801015514714306,-1.2836030777181313
-0.54,0.5827482523739896,0.511561189332813,5.053090316563868,1.4772507948545237,1.9968433210975518,-1.2775707873877407
-0.53,0.5886049696783552,0.5183614646803505,4.903748928326622,1.463877711811744,2.013340383276706,-1.2708231230386573
-0.52,0.5945205479701944,0.5252234382558011,4.758821245137854,1.4508042227122695,2.029542431128786,-1.2634137636020613
-0.51,0.6004955788122659,0.5321468301275472,4.618176822299781,1.4380192890262744,2.0454012532469745,-1.255397561171892
-0.5,0.6065306597126334,0.5391313685092817,4.4816890703380645,1.4255119775335,2.060870988833221,-1.2468299207636195
-0.49,0.6126263941844161,0.5461767917187587,4.349235141062741,1.4132715011463248,2.0759083504802724,-1.237766244809692
-0.48,0.6187833918061408,0.5532828498478771,4.220695816996553,1.4012872571386923,2.090472814226681,-1.2282614429571173
-0.47,0.6250022682827008,0.560449306281235,4.0959554040711765,1.3895488625037906,2.104526776967404,-1.2183695061509117
-0.46,0.631283645506926,0.5676759390525673,3.974901627494748,1.3780461862243283,2.118035681715197,-1.2081431427317102
-0.45,0.6376281516217733,0.5749625419092146,3.8574255306969745,1.3667693782984087,2.130968111574347,-1.1976334733218836
-0.44,0.6440364210831414,0.5823089253145591,3.7434213772608627,1.3557088954202934,2.1432958536069697,-1.1868897805905585
-0.43,0.6505090947233165,0.5897149170468814,3.632786555752809,1.344855523267993,2.154993934042756,-1.1759593095390564
-0.42,0.6570468198150567,0.5971803628372504,3.525421487365382,1.3342003953979336,2.1660406265064407,-1.1648871136984649
-0.41,0.6636502501363194,0.6047051266559684,3.4212295362896734,1.3237350087904869,2.1764174351148613,-1.1537159425452266
-0.4,0.6703200460356393,0.6122890907654591,3.3201169227365477,1.3134512361286101,2.1861090544294823,-1.1424861654859146
-0.39,0.6770568744981647,0.6199321560008253,3.2219926385285,1.3033413349250789,2.195103308343435,-1.1312357279088827
-0.38,0.6838614092123558,0.6276342410847939,3.1267683651861558,1.293397953641794,2.203391070037626,-1.1200001350219622
-0.37,0.6907343306373547,0.6353952827415774,3.034358394435676,1.2836141349675452,2.210966165161739,-1.108812459469193
-0.36,0.697676326071031,0.6432152349448805,2.9446795510655237,1.2739833164385688,2.217825260386588,-1.097703369026788
-0.35,0.7046880897187134,0.65109406834878,2.857651118063164,1.2644993285996027,2.223967739438046,-1.086701171003598
-0.34,0.7117703227626097,0.6590317697022159,2.7731947639642978,1.2551563909121974,2.229395568663278,-1.075831870301945
-0.33,0.7189237334319262,0.6670283407157586,2.6912344723492625,1.2459491056222072,2.2341131541009283,-1.0651192384211798
-0.32,0.7261490370736909,0.6750837973297199,2.611696473423118,1.2368724498000767,2.2381271919316803,-1.0545848910016138
-0.31,0.7334469562242892,0.6831981685674254,2.5345091776178545,1.227921765766146,2.241446514077561,-1.0442483718053557
-0.3,0.7408182206817179,0.6913714955486003,2.45960311115695,1.2190927501091788,2.2440819306004975,-1.0341272413097005
-0.29,0.7482635675785653,0.6996038302273431,2.386910853524277,1.2103814415000622,2.2460460704258756,-1.0242371683459457
-0.28,0.7557837414557255,0.7078952342414299,2.316366976781092,1.2017842074945408,2.2473532217876326,-1.0145920234508883
-0.27,0.7633794943368531,0.7162457776439402,2.2479079866764713,1.1932977305092884,2.248019173660163,-1.0052039728096491
-0.26,0.7710515858035663,0.7246555376065597,2.181472265498201,1.1849189931449509,2.248061059310936,-0.9960835718573361
-0.25,0.7788007830714049,0.7331245971264537,2.117000016612675,1.1766452630182977,2.247497202978019,-0.9872398577743506
-0.24,0.7866278610665535,0.7416530437248477,2.0544332106438876,1.1684740772536013,2.2463469705501633,-0.9786804402571023
-0.23,0.794533602503334,0.7502409681184529,1.9937155332430823,1.1604032267710478,2.244630625004941,-0.9704115900739523
-0.22,0.8025187979624785,0.7588884629028838,1.9347923344020315,1.1524307404975986,2.242369187243686,-0.9624383250269305
-0.21,0.8105842459701871,0.7675956212458144,1.8776105792643432,1.1445548696134369,2.239584302851437,-0.9547644930347238
-0.2,0.8187307530779818,0.7763625355963492,1.8221188003905089,1.1367740719351067,2.2362981152063317,-0.9473928521331977
-0.19,0.8269591339433623,0.7851892964155629,1.768267051433735,1.1290869965248165,2.232533145266367,-0.9403251472578146
-0.18,0.835270211411272,0.7940759909332689,1.7160068621848585,1.121492468604204,2.2283121782724,-0.933562183729176
-0.17,0.8436648165963837,0.8030227019562384,1.6652911949458864,1.11398947484026,2.2236581575248136,-0.9271038974099127
-0.16,0.8521437889662113,0.8120295066215609,1.6160744021928934,1.106577149061109,2.2185940853174464,-0.9209494215395084
-0.15,0.8607079764250578,0.8210964753298298,1.5683121854901687,1.0992547584500016,2.213142931046064,-0.9150971502845113
-0.14,0.8693582353988059,0.8302236706205516,1.5219615556186339,1.0920216902571902,2.2073275464496676,-0.9095447990660066
-0.13,0.8780954309205613,0.8394111461268252,1.4769807938826425,1.0848774390613765,2.201170587891009,-0.9042894617451007
-0.12,0.8869204367171575,0.8486589455716312,1.4333294145603404,1.0778215946050944,2.194694445537546,-0.8993276647613494
-0.11,0.8958341352965282,0.857967101806879,1.3909681284637803,1.0708538302217494,2.1879211792653064,-0.8946554183292742
-0.1,0.9048374180359595,0.8673356358809605,1.3498588075760032,1.0639738918660293,2.1808724610754275,-0.8902682648049969
-0.09,0.9139311852712282,0.8767645562002602,1.3099644507332473,1.0571815877540331,2.1735695237860235,-0.8861613243391584
-0.08,0.9231163463866358,0.8862538577403872,1.2712491503214047,1.0504767786146747,2.166033115740116,-0.8823293379341621
-0.07,0.9323938199059483,0.8958035213039194,1.2336780599567432,1.0438593685497108,2.1582834612532253,-0.8787667080238222
-0.06,0.9417645335842487,0.9054135129317537,1.1972173631218102,1.0373292964960434,2.150340226511419,-0.8754675366920828
-0.05,0.951229424500714,0.9150837831615236,1.161834242728283,1.0308865282807556,2.1422224906217355,-0.8724256616449083
-0.04,0.9607894391523232,0.9248142656755554,1.1274968515793757,1.0245310492565995,2.1339487215115596,-0.8696346900460167
-0.03,0.9704455335485082,0.9346048788542025,1.0941742837052104,1.0182628575033366,2.125536756371293,-0.8670880303230458
-0.02,0.9801986733067553,0.9444555235642846,1.0618365465453596,1.0120819575783873,2.117003786335223,-0.8647789220462272
-0.01,0.9900498337491681,0.9543660825689282,1.030454533953517,1.0059883547986825,2.1083663450984185,-0.8627004639768261
0,1,0.9643364213631153,1,0.9999820500343188,2.099640301172517,-0.8608456403776481
