potential,A,n,w_classical,w_quantum,sigma_over_n,x_kF_over_m,n_roots,rho_over_A
lorentz,100,0.5766223084,-0.7517142195,-0.7516074851,0.9998114961,0.0250710542,1,1.502453143
lorentz,100,0.6847154509,-0.7630477537,-0.7628591299,0.9996992243,0.03167213776,1,1.56675505
lorentz,100,0.8130716446,-0.7893637799,-0.7889891179,0.999443887,0.04307612161,1,1.628620377
lorentz,100,0.9654893846,-0.8319859757,-0.8311012984,0.9987133803,0.0655637374,1,1.683029611
lorentz,100,1.146479228,-0.8897970515,-0.886975797,0.9956526466,0.1208485362,1,1.724556552
lorentz,100,1.361397279,-0.958689232,-0.9431890942,0.9726133675,0.3097289178,1,1.749491526
lorentz,100,1.61660369,-1.031972843,-0.9643988076,0.8744650639,0.7293983818,1,1.762496453
lorentz,100,1.919650885,-1.101846167,-0.7436107248,-0.8274131456,0.8987949614,3,0.271290928
lorentz,100,2.279507057,-1.161375373,-0.7491316617,-0.6826708701,1.449672237,3,0.2831274307
lorentz,100,2.70682157,-1.206073837,-0.7221798409,-0.5699579822,1.988351278,3,0.2962107699
lorentz,100,3.214240109,-1.234454591,-0.6818926144,-0.4774567184,2.577383188,3,0.31172231
lorentz,100,3.81677891,-1.247579586,-0.6320630064,-0.4005962013,3.244965415,3,0.3306057307
lorentz,100,4.532269136,-1.248087219,-0.5743308581,-0.3364109263,4.014587923,3,0.3538948249
lorentz,100,5.381884571,-1.239210493,-0.5100068335,-0.2826734714,4.910383089,3,0.3828249503
lorentz,100,6.390768215,-1.224071313,-0.4405509335,-0.2376158929,5.959227215,3,0.4189164215
lorentz,100,7.588776354,-1.205302681,-0.3676879844,-0.1997999153,7.192074867,3,0.4640618603
lorentz,100,9.011362111,-1.184924676,-0.2933593635,-0.1680407409,8.645119577,3,0.5206291653
lorentz,100,10.70062462,-1.164371732,-0.2195830488,-0.1413555446,10.36098765,3,0.5915878512
lorentz,100,12.70655489,-1.144588687,-0.148274295,-0.1189256112,12.39006511,3,0.6806663234
lorentz,100,15.08851519,-1.12614408,-0.08107546372,-0.1000670966,14.7920248,3,0.7925487673
lorentz,100,17.9169958,-1.109334538,-0.01923346038,-0.0842077751,17.637612,3,0.9331222166
lorentz,100,21.27570106,-1.094270225,0.03645530478,-0.07086821204,21.01074822,3,1.109786918
lorentz,100,25.26402644,-1.080939956,0.085633253,-0.05964634453,25.01101916,3,1.331846399
lorentz,100,30,-1.069258409,0.1283196531,-0.05020476032,29.75662277,3,1.610997831
lorentz,1,0.001,-0.9990010003,-0.9989822167,0.9888317626,0.1948891086,1,1.001011318
lorentz,1,0.001187459175,-0.9988139514,-0.9987889753,0.9875063245,0.2063767149,1,1.001202518
lorentz,1,0.001410059293,-0.9985919299,-0.9985587258,0.9860275083,0.2185414972,1,1.001430092
lorentz,1,0.001674387845,-0.9983284173,-0.9982842842,0.9843785326,0.2314233967,1,1.001701036
lorentz,1,0.00198826721,-0.9980156886,-0.9979570436,0.9825410144,0.2450647214,1,1.002023711
lorentz,1,0.002360986142,-0.9976445925,-0.9975666853,0.9804948733,0.2595102914,1,1.002408121
lorentz,1,0.002803574657,-0.9972042927,-0.9971008289,0.9782182431,0.2748075963,1,1.002866249
lorentz,1,0.00332913045,-0.9966819649,-0.9965446102,0.9756873965,0.2910069649,1,1.003412453
lorentz,1,0.003953206499,-0.9960624417,-0.9958801689,0.9728766869,0.3081617523,1,1.004063958
lorentz,1,0.004694271329,-0.995327799,-0.9950860305,0.9697585135,0.3263285459,1,1.00484145
lorentz,1,0.005574255561,-0.9944568737,-0.9941363586,0.9663033155,0.3455673973,1,1.005769797
lorentz,1,0.006619200912,-0.9934247081,-0.9930000524,0.9624796022,0.3659420865,1,1.00687893
lorentz,1,0.007860030856,-0.9922019081,-0.9916396588,0.9582540243,0.3875204296,1,1.008204917
lorentz,1,0.009333465758,-0.990753913,-0.9900100666,0.9535914927,0.4103746443,1,1.009791281
lorentz,1,0.01108310955,-0.9890401679,-0.9880569425,0.9484553475,0.4345817953,1,1.011690613
lorentz,1,0.01316074013,-0.9870132015,-0.9857148711,0.9428075785,0.4602243484,1,1.013966555
lorentz,1,0.01562784162,-0.9846176139,-0.9829051584,0.9366090911,0.4873908777,1,1.016696232
lorentz,1,0.01855742392,-0.9817889926,-0.9795332643,0.9298200087,0.5161769846,1,1.019973262
lorentz,1,0.02203618331,-0.9784527948,-0.9754858442,0.9223999881,0.546686515,1,1.023911451
lorentz,1,0.02616706806,-0.974523258,-0.9706274033,0.9143085181,0.5790331936,1,1.028649374
lorentz,1,0.03107232506,-0.9699024462,-0.9647966145,0.9055051488,0.6133428424,1,1.034356028
lorentz,1,0.03689711749,-0.9644795984,-0.9578024201,0.8959495889,0.6497564171,1,1.041237826
lorentz,1,0.04381382071,-0.9581310384,-0.949420148,0.8856015782,0.6884341812,1,1.049547263
lorentz,1,0.05202712341,-0.9507210338,-0.9393880278,0.8744204277,0.7295614596,1,1.059593644
lorentz,1,0.06178008506,-0.9421041808,-0.9274047063,0.862364092,0.7733565688,1,1.071756363
lorentz,1,0.07336132885,-0.9321301503,-0.9131286308,0.8493876288,0.8200817226,1,1.086501352
lorentz,1,0.08711358306,-0.9206519871,-0.8961804812,0.8354408937,0.8700579622,1,1.104401433
lorentz,1,0.1034438235,-0.9075396234,-0.8761501397,0.8204653544,0.9236854437,1,1.126161488
lorentz,1,0.1228353174,-0.8927008511,-0.852609888,0.8043899889,0.9814707132,1,1.152649572
lorentz,1,0.1458619246,-0.8761126476,-0.8251354602,0.7871264162,1.044062815,1,1.184935377
lorentz,1,0.1732050808,-0.857866336,-0.7933360118,0.7685637479,1.112300062,1,1.224337786
lorentz,1,0.2056739624,-0.8382302195,-0.7568927533,0.7485642146,1.187268781,1,1.272483791
lorentz,1,0.2442294337,-0.817732378,-0.7156037753,0.7269614722,1.270373887,1,1.331381761
lorentz,1,0.290012482,-0.7972629351,-0.6694296834,0.7035645641,1.363418343,1,1.40351313
lorentz,1,0.3443779827,-0.7781872478,-0.6185318618,0.6781714676,1.468684181,1,1.491948146
lorentz,1,0.4089347953,-0.7624464362,-0.5632940633,0.6505961351,1.589002679,1,1.600493507
lorentz,1,0.4855933748,-0.7525974742,-0.5043203138,0.6207106057,1.727797976,1,1.733882499
lorentz,1,0.5766223084,-0.7517142195,-0.4424083308,0.5884979711,1.889091474,1,1.898021199
lorentz,1,0.6847154509,-0.7630477537,-0.3785053693,0.5541036151,2.077467408,1,2.100307016
lorentz,1,0.8130716446,-0.7893637799,-0.3136575023,0.5178657139,2.298021034,1,2.3500377
lorentz,1,0.9654893846,-0.8319859757,-0.2489601397,0.4803080192,2.556328764,1,2.658930549
lorentz,1,1.146479228,-0.8897970515,-0.1855096769,0.4420908778,2.85848074,1,3.041774334
lorentz,1,1.361397279,-0.958689232,-0.1243514033,0.4039337215,3.211197594,1,3.517242306
lorentz,1,1.61660369,-1.031972843,-0.06642210745,0.3665326406,3.622027509,1,4.108904404
lorentz,1,1.919650885,-1.101846167,-0.01249381544,0.3304944464,4.099603605,1,4.846489888
lorentz,1,2.279507057,-1.161375373,0.0368697695,0.2962978887,4.653941567,1,5.767467262
lorentz,1,2.70682157,-1.206073837,0.08133424184,0.2642815419,5.296767413,1,6.919026441
lorentz,1,3.214240109,-1.234454591,0.1207895743,0.2346513958,6.041877029,1,8.360569571
lorentz,1,3.81677891,-1.247579586,0.155323036,0.207499717,6.905537488,1,10.16684338
lorentz,1,4.532269136,-1.248087219,0.1851779958,0.1828282466,7.906944939,1,12.43187927
lorentz,1,5.381884571,-1.239210493,0.2107075165,0.1605711895,9.068756271,1,15.27394938
lorentz,1,6.390768215,-1.224071313,0.232330021,0.1406155733,10.41771351,1,18.84180023
lorentz,1,7.588776354,-1.205302681,0.250491627,0.1228180368,11.9853818,1,23.3224926
lorentz,1,9.011362111,-1.184924676,0.2656371569,0.1070179788,13.80902464,1,28.95126089
lorentz,1,10.70062462,-1.164371732,0.2781898868,0.09304743611,15.93264336,1,36.02391171
lorentz,1,12.70655489,-1.144588687,0.2885389522,0.08073822401,18.40821278,1,44.9124151
lorentz,1,15.08851519,-1.12614408,0.2970328298,0.06992688988,21.29715025,1,56.08451033
lorentz,1,17.9169958,-1.109334538,0.3039772645,0.06045797866,24.67206252,1,70.12835956
lorentz,1,21.27570106,-1.094270225,0.3096361991,0.05218602953,28.61882278,1,87.783549
lorentz,1,25.26402644,-1.080939956,0.3142345538,0.0449766418,33.23904022,1,109.9800717
lorentz,1,30,-1.069258409,0.3179619971,0.03870687465,38.6529958,1,137.8873464
