x4,phi,phidot,KE,PE,rho,P,w,w_avg,rho_drift
3.450000000000000e0,-9.672236985929545e-1,-2.497991011320840e-1,3.119979546319857e-2,2.188002048968420e-1,2.500000003600406e-1,-1.876004094336435e-1,-7.504016366538737e-1,4.266005570444966e-1,1.440162211707730e-9
3.500000000000000e0,-9.785685562873333e-1,-2.037266540072078e-1,2.075227477648628e-2,2.292477255900325e-1,2.500000003665188e-1,-2.084954508135462e-1,-8.339818020315048e-1,4.091892388103940e-1,1.466075039147086e-9
3.550000000000000e0,-9.875720039945884e-1,-1.561936448994106e-1,1.219822735348158e-2,2.378017730185717e-1,2.500000003720533e-1,-2.256035456650902e-1,-9.024141813173758e-1,3.911978693669457e-1,1.488213330347321e-9
3.600000000000000e0,-9.941688996113711e-1,-1.075201948059841e-1,5.780296145558385e-3,2.442197042305028e-1,2.500000003760612e-1,-2.384394080849444e-1,-9.537576309050927e-1,3.728744835964154e-1,1.504244728778303e-9
3.650000000000000e0,-9.983107544577674e-1,-5.805119143703508e-2,1.684970413629647e-3,2.483150299652086e-1,2.500000003788382e-1,-2.466300595515789e-1,-9.865202367113893e-1,3.544770395223791e-1,1.515352954228888e-9
3.700000000000000e0,-9.999667949504826e-1,-8.149082954978522e-3,3.320377650356074e-5,2.499667966043090e-1,2.500000003808125e-1,-2.499335928278054e-1,-9.997343697883763e-1,3.362661700254566e-1,1.523249970603047e-9
3.750000000000000e0,-9.991246453329898e-1,4.181402515724625e-2,8.742063499254111e-4,2.491257940310894e-1,2.500000003810148e-1,-2.482515876811640e-1,-9.930063492112554e-1,3.184976829651197e-1,1.524059101143393e-9
3.800000000000000e0,-9.957906041899300e-1,9.146466180188573e-2,4.182892179266667e-3,2.458171082017102e-1,2.500000003809769e-1,-2.416342160224435e-1,-9.665368626168613e-1,3.014151923219726e-1,1.523907444678230e-9
3.850000000000000e0,-9.899895035742006e-1,1.404363371099488e-1,9.861182390429598e-3,2.401388179905158e-1,2.500000003809454e-1,-2.302776356000862e-1,-9.211105409967736e-1,2.852432586319882e-1,1.523781545387237e-9
3.900000000000000e0,-9.817641564549864e-1,1.883776077508600e-1,1.774306155096844e-2,2.322569388297511e-1,2.500000003807195e-1,-2.145138772787826e-1,-8.580555078084167e-1,2.701813832084680e-1,1.522878045889797e-9
3.950000000000000e0,-9.711744146451430e-1,2.349595419122230e-1,2.760299316780083e-2,2.223970072132659e-1,2.500000003810667e-1,-1.947940140454651e-1,-7.791760549941880e-1,2.563991406184708e-1,1.524266934893603e-9
4.000000000000000e0,-9.582958744368069e-1,2.798823031667553e-1,3.916705181296375e-2,2.108329485672658e-1,2.500000003802295e-1,-1.716658967543020e-1,-6.866635859728489e-1,2.440326536046960e-1,1.520918058162124e-9
4.050000000000000e0,-9.432182799217224e-1,3.228806268914710e-1,5.212594961091466e-2,1.978740507695518e-1,2.500000003804664e-1,-1.457481011586371e-1,-5.829924037473122e-1,2.331825221421679e-1,1.521865744535944e-9
4.100000000000000e0,-9.260436836657053e-1,3.637280287674627e-1,6.614903945553208e-2,1.838509609240205e-1,2.500000003795526e-1,-1.177019214684885e-1,-4.708076851591687e-1,2.239132225495410e-1,1.518210446249668e-9
4.150000000000000e0,-9.068844306449741e-1,4.022396569733157e-1,8.089837082100534e-2,1.691016295561316e-1,2.500000003771370e-1,-8.820325873512630e-2,-3.528130344082698e-1,2.162539022804655e-1,1.508547953221751e-9
4.200000000000000e0,-8.858610339817550e-1,4.382737715190543e-1,9.604194940076810e-2,1.539580509780076e-1,2.500000003787757e-1,-5.791610157723948e-2,-2.316644059579625e-1,2.102004186797086e-1,1.515102709959137e-9
4.250000000000000e0,-8.631000100964201e-1,4.717319012069330e-1,1.112654933081538e-1,1.387345070689334e-1,2.500000003770871e-1,-2.746901376077958e-2,-1.098760548773869e-1,2.057184110432688e-1,1.508348557166528e-9
