x4,phi,phidot,KE,PE,rho,P,w,w_avg,rho_drift
7.675000000000000e1,2.172731510820815e-1,-9.761108428534760e-1,4.763961887680617e-1,2.360381109056850e-2,4.999999998586302e-1,4.527923776774933e-1,9.055847556110311e-1,-2.760989096945707e-3,-2.827396095028689e-10
7.680000000000000e1,1.682164071773125e-1,-9.857500900686608e-1,4.858516200351864e-1,1.414837982182170e-2,4.999999998570081e-1,4.717032402133647e-1,9.434064806965283e-1,-2.157306409933550e-3,-2.859837922031261e-10
7.684999999999999e1,1.187392098585446e-1,-9.929254754247181e-1,4.929504998737012e-1,7.049499978915752e-3,4.999999998526169e-1,4.859009998947855e-1,9.718020000760252e-1,-1.532868188205407e-3,-2.947661004171209e-10
7.690000000000001e1,6.896522635512470e-2,-9.976190642003702e-1,4.976218986280112e-1,2.378101223106793e-3,4.999999998511179e-1,4.952437974049044e-1,9.904875951047405e-1,-8.939360258004579e-4,-2.977641466728187e-10
7.695000000000000e1,1.901886570174386e-2,-9.998191248636989e-1,4.998191412216064e-1,1.808586262904844e-4,4.999999998478969e-1,4.996382825953160e-1,9.992765654946181e-1,-2.469080749717230e-4,-3.042062157732062e-10
7.700000000000000e1,-3.097503221107721e-2,-9.995201584101631e-1,4.995202735341387e-1,4.797263102386354e-4,4.999999998443774e-1,4.990405472239001e-1,9.980810947584482e-1,4.017450017824641e-4,-3.112452517939346e-10
7.705000000000000e1,-8.089150867360180e-2,-9.967229121025508e-1,4.967282817550946e-1,3.271718087745698e-3,4.999999998428403e-1,4.934565636673490e-1,9.869131276449038e-1,1.045544720276843e-3,-3.143193483268192e-10
7.709999999999999e1,-1.306057984926989e-1,-9.914343775949243e-1,4.914710625385174e-1,8.528937299957736e-3,4.999999998384752e-1,4.829421252385597e-1,9.658842507891480e-1,1.678069457304530e-3,-3.230496981032616e-10
7.715000000000001e1,-1.799936418326734e-1,-9.836677734751782e-1,4.838011442868073e-1,1.619885555009435e-2,4.999999998369016e-1,4.676022887367129e-1,9.352045777784864e-1,2.293018481819584e-3,-3.261967362888640e-10
7.720000000000000e1,-2.289315948069062e-1,-9.734425122043413e-1,4.737951622833496e-1,2.620483755041674e-2,4.999999998337663e-1,4.475903247329328e-1,8.951806497634840e-1,2.884274696385072e-3,-3.324673869542494e-10
7.725000000000000e1,-2.772973380193415e-1,-9.607841516113976e-1,4.615530929938165e-1,3.844690683630646e-2,4.999999998301230e-1,4.231061861575101e-1,8.462123726025241e-1,3.445965464337544e-3,-3.397540027094692e-10
7.730000000000000e1,-3.249699822996232e-1,-9.457243310085253e-1,4.471972551307613e-1,5.280274469790869e-2,4.999999998286700e-1,3.943945104328526e-1,7.887890211359917e-1,3.972520918027631e-3,-3.426600114764256e-10
7.734999999999999e1,-3.718303708652531e-1,-9.283006920986761e-1,4.308710874754405e-1,6.912891234889583e-2,4.999999998243363e-1,3.617421751265446e-1,7.234843505072691e-1,4.458729169419719e-3,-3.513274116073717e-10
7.740000000000001e1,-4.177613771489046e-1,-9.085567849111118e-1,4.127377157040081e-1,8.726228411867465e-2,4.999999998226828e-1,3.254754315853335e-1,6.509508634015165e-1,4.899787875999259e-3,-3.546344329308226e-10
7.745000000000000e1,-4.626481975551493e-1,-8.865419589270664e-1,3.929783224691202e-1,1.070216773505142e-1,4.999999998196344e-1,2.859566451186060e-1,5.719132904435189e-1,5.291351652013774e-3,-3.607312226705517e-10
7.750000000000000e1,-5.063786384097974e-1,-8.623112397469815e-1,3.717903370969881e-1,1.282096627188802e-1,4.999999998158683e-1,2.435806743781080e-1,4.871613489356196e-1,5.629574857199275e-3,-3.682634197588186e-10
7.755000000000000e1,-5.488433963852023e-1,-8.359251915532573e-1,3.493854629366749e-1,1.506145368778221e-1,4.999999998144971e-1,1.987709260588528e-1,3.975418522651959e-1,5.911149341882179e-3,-3.710058926742477e-10
7.759999999999999e1,-5.899363317009626e-1,-8.074497657189652e-1,3.259875620798059e-1,1.740124377303941e-1,4.999999998102000e-1,1.519751243494118e-1,3.039502488142031e-1,6.133336778220966e-3,-3.796000180855685e-10
7.765000000000001e1,-6.295547334207457e-1,-7.769561359848171e-1,3.018304186222288e-1,1.981695811862331e-1,4.999999998084619e-1,1.036608374359956e-1,2.073216749514113e-1,6.293995261868514e-3,-3.830762373979724e-10
