a,z,N,t,phi,phidot,H,KE,PE,rho_phi,P_phi,w_phi,Omega_phi,Omega_m,Omega_r,q_dec
4.723665527410147e-1,1.117000016612675e0,-7.500000000000000e-1,3.801854426493826e-1,3.033730239906147e-1,1.753724794888676e-2,1.883759335772420e0,1.537775328103664e-4,2.101470119769120e0,2.101623897301930e0,-2.101316342236310e0,-9.998536583705508e-1,1.974162545553570e-1,8.021082877322758e-1,4.754577123672298e-4,2.041566823477055e-1
4.771139155210343e-1,1.095935514494365e0,-7.400000000000002e-1,3.855260026337038e-1,3.034673102011556e-1,1.777216257563776e-2,1.861278719491110e0,1.579248813074496e-4,2.101456621833673e0,2.101614546714980e0,-2.101298696952366e0,-9.998497108981720e-1,2.022129603431672e-1,7.973191234060358e-1,4.679162507970232e-4,1.969601032169299e-1
4.819089900902022e-1,1.075080607674124e0,-7.300000000000004e-1,3.909308701220079e-1,3.035640078289929e-1,1.800944396564215e-2,1.839199930407219e0,1.621700359758023e-4,2.101442774325037e0,2.101604944361013e0,-2.101280604289061e0,-9.998456702945898e-1,2.070961108450610e-1,7.924434616181720e-1,4.604275367669663e-4,1.896339891234593e-1
4.867522559599718e-1,1.054433210643887e0,-7.199999999999998e-1,3.964004187396779e-1,3.036631669451836e-1,1.824908679563059e-2,1.817517370277571e0,1.665145844372294e-4,2.101428569739289e0,2.101595084323726e0,-2.101262055154852e0,-9.998415350457569e-1,2.120658066966058e-1,7.874812015940666e-1,4.529917093275292e-4,1.821781933072870e-1
4.916441974609651e-1,1.033991258646751e0,-7.100000000000000e-1,4.019350098688134e-1,3.037648380853732e-1,1.849108457343831e-2,1.796225511436311e0,1.709601043510240e-4,2.101414000488086e0,2.101584960592437e0,-2.101243040383735e0,-9.998373036469553e-1,2.171220728772109e-1,7.824323181840018e-1,4.456089387873124e-4,1.745926826077115e-1
4.965853037914094e-1,1.013752707470477e0,-7.000000000000002e-1,4.075349921728507e-1,3.038690722342967e-1,1.873542960848268e-2,1.775318895237201e0,1.755081613072047e-4,2.101399058900190e0,2.101574567061498e0,-2.101223550738883e0,-9.998329746047958e-1,2.222648559920719e-1,7.772968645815715e-1,4.382794263566466e-4,1.668775415381887e-1
5.015760690660553e-1,9.937155332430831e-1,-6.900000000000004e-1,4.132007011097573e-1,3.039759207926685e-1,1.898211298994346e-2,1.754792130521427e0,1.801603067814902e-4,2.101383737225498e0,2.101563897532280e0,-2.101203576918717e0,-9.998285464391609e-1,2.274940216267397e-1,7.720749749695411e-1,4.310034037190109e-4,1.590329762518661e-1
5.066169923655898e-1,9.738777322304470e-1,-6.799999999999997e-1,4.189324584582673e-1,3.040854355559681e-1,1.923112456023114e-2,1.734639892111146e0,1.849180759255626e-4,2.101368027637354e0,2.101552945713280e0,-2.101183109561429e0,-9.998240176853002e-1,2.328093517863313e-1,7.667668670811405e-1,4.237811325281985e-4,1.510593183796836e-1
5.117085777865426e-1,9.542373206359391e-1,-6.699999999999999e-1,4.247305718375442e-1,3.041976686851981e-1,1.948245289183432e-2,1.714856919329732e0,1.897829853412716e-4,2.101351922236000e0,2.101541705221341e0,-2.101162139250659e0,-9.998193868959443e-1,2.382105424322734e-1,7.613728446638975e-1,4.166129038290628e-4,1.429570287217357e-1
5.168513344916992e-1,9.347923344020317e-1,-6.600000000000001e-1,4.305953342508593e-1,3.043126726740547e-1,1.973608526814746e-2,1.695438014549382e0,1.947565308557935e-4,2.101335413052536e0,2.101530169583392e0,-2.101140656521681e0,-9.998146526434171e-1,2.436972011294480e-1,7.558932998331520e-1,4.094990374000510e-4,1.347267007725821e-1
