lam,z,sigma,m,n
-0.01,24.5,-4.21383234564e-25,1,3.41842840094e-23
-0.01,24.6,-3.44332378517e-25,1,2.79401814262e-23
-0.01,24.7,-2.81370605715e-25,1,2.283664264e-23
-0.01,24.8,-2.29921636249e-25,1,1.86653264591e-23
-0.01,24.9,-1.87880285102e-25,1,1.5255948881e-23
-0.01,25,-1.53526317408e-25,1,1.24693311807e-23
-0.01,25.1,-1.2545405638e-25,1,1.0191717922e-23
-0.01,25.2,-1.02514863296e-25,1,8.33013291104e-24
-0.01,25.3,-8.37701357044e-26,1,6.80858348392e-24
-0.01,25.4,-6.84529004419e-26,1,5.56495816124e-24
-0.01,25.5,-5.59364297874e-26,1,4.54849100932e-24
-0.01,25.6,-4.57085964811e-26,1,3.71768918611e-24
-0.01,25.7,-3.73509181843e-26,1,3.03863906084e-24
-0.01,25.8,-3.05214338578e-26,1,2.48362175263e-24
-0.01,25.9,-2.49407113506e-26,1,2.02998156606e-24
-0.01,26,-2.03804136193e-26,1,1.65920112697e-24
-0.01,26.1,-1.66539557078e-26,1,1.35614546038e-24
-0.01,26.2,-1.36088701687e-26,1,1.10844415006e-24
-0.01,26.3,-1.11205685223e-26,1,9.05986356463e-25
-0.01,26.4,-9.08724347374e-27,1,7.40508077388e-25
-0.01,26.5,-7.42570329224e-27,1,6.05254801569e-25
-0.01,26.6,-6.06796789685e-27,1,4.94705783385e-25
-0.01,26.7,-4.95848736642e-27,1,4.04348682546e-25
-0.01,26.8,-4.05186905802e-27,1,3.30495368797e-25
-0.01,26.9,-3.31102033151e-27,1,2.70131372194e-25
-0.01,27,-2.70563088403e-27,1,2.20792833078e-25
-0.01,27.1,-2.21093259468e-27,1,1.80465928553e-25
-0.01,27.2,-1.80668613513e-27,1,1.47504669787e-25
-0.01,27.3,-1.47635288091e-27,1,1.20563714494e-25
-0.01,27.4,-1.20641824029e-27,1,9.85434518562e-26
-0.01,27.5,-9.8583871348e-28,1,8.05451181947e-26
-0.01,27.6,-8.05590057507e-28,1,6.58341111394e-26
-0.01,27.7,-6.58298069439e-28,1,5.3810004764e-26
-0.01,27.8,-5.37936880853e-28,1,4.39820416774e-26
-0.01,27.9,-4.39582419031e-28,1,3.59491016525e-26
-0.01,28,-3.59210947538e-28,1,2.9383329112e-26
-0.01,28.1,-2.9353444337e-28,1,2.4016751147e-26
-0.01,28.2,-2.39866075076e-28,1,1.96303398239e-26
-0.01,28.3,-1.96010277886e-28,1,1.60450723111e-26
-0.01,28.4,-1.60172928283e-28,1,1.31146239098e-26
-0.01,28.5,-1.30887942865e-28,1,1.07193957279e-26
-0.01,28.6,-1.06957298312e-28,1,8.76163321656e-27
-0.01,28.7,-8.74020184558e-29,1,7.16143631793e-27
-0.01,28.8,-7.1422123126e-29,1,5.85349836567e-27
-0.01,28.9,-5.8363900137e-29,1,4.78444062984e-27
-0.01,29,-4.76931614091e-29,1,3.91063370865e-27
-0.01,29.1,-3.89733890393e-29,1,3.19641684317e-27
-0.01,29.2,-3.18478772185e-29,1,2.61264247334e-27
-0.01,29.3,-2.60251393699e-29,1,2.13548662931e-27
-0.01,29.4,-2.12669834822e-29,1,1.74547660282e-27
-0.01,29.5,-1.73787677699e-29,1,1.42669621232e-27
-0.01,29.6,-1.42014380035e-29,1,1.16613622418e-27
-0.01,29.7,-1.16050207411e-29,1,9.53163417349e-28
-0.01,29.8,-9.48330626038e-30,1,7.79086621264e-28
-0.01,29.9,-7.7495036632e-30,1,6.36802015004e-28
-0.01,30,-6.33269039888e-30,1,5.20503210775e-28
-10,0,0,1,0
-10,1.08240864579e-14,-6.88539282034e-22,1,3.65094580142e-08
-10,1.19503415584e-14,-7.83072733283e-22,1,3.83618831997e-08
-10,1.31937844287e-14,-8.90138345968e-22,1,4.03082971556e-08
-10,1.45666085525e-14,-1.0096823021e-21,1,4.23534687055e-08
-10,1.60822761558e-14,-1.14409366492e-21,1,4.45024086347e-08
-10,1.77556502201e-14,-1.30797396341e-21,1,4.67603819669e-08
-10,1.96031402324e-14,-1.48289217643e-21,1,4.91329208636e-08
-10,2.16428631003e-14,-1.68997332394e-21,1,5.16258381786e-08
-10,2.38948208107e-14,-1.91389375054e-21,1,5.42452416993e-08
-10,2.63810965734e-14,-2.18497288461e-21,1,5.69975491117e-08
-10,2.91260713746e-14,-2.51942623903e-21,1,5.98895037237e-08
-10,3.21566630621e-14,-2.91614511298e-21,1,6.29281909865e-08
-10,3.55025903078e-14,-3.35967085768e-21,1,6.6121055855e-08
-10,3.91966640359e-14,-3.85549321753e-21,1,6.94759210273e-08
-10,4.32751091745e-14,-4.41459633531e-21,1,7.3001006112e-08
-10,4.77779198849e-14,-5.06303723409e-21,1,7.67049477655e-08
-10,5.2749251754e-14,-5.80810712547e-21,1,8.05968208531e-08
-10,5.82378547939e-14,-6.67454663264e-21,1,8.46861606828e-08
-10,6.42975514953e-14,-7.68563562047e-21,1,8.89829863669e-08
-10,7.09877646236e-14,-8.86532652749e-21,1,9.34978253699e-08
-10,7.83740999316e-14,-1.01892807753e-20,1,9.82417393013e-08
-10,8.65289895049e-14,-1.1727548275e-20,1,1.03226351017e-07
-10,9.55324020471e-14,-1.35022720469e-20,1,1.08463873095e-07
-10,1.05472627071e-13,-1.5535530831e-20,1,1.13967137761e-07
-10,1.16447140686e-13,-1.79052561034e-20,1,1.1974962832e-07
-10,1.28563561471e-13,-2.0662116028e-20,1,1.25825512201e-07
-10,1.41940705807e-13,-2.38588200183e-20,1,1.3220967566e-07
-10,1.56709753015e-13,-2.75968433214e-20,1,1.38917760257e-07
-10,1.73015531736e-13,-3.18799106668e-20,1,1.45966201177e-07
-10,1.91017940146e-13,-3.68368306466e-20,1,1.53372267495e-07
-10,2.10893513962e-13,-4.25585583691e-20,1,1.6115410449e-07
-10,2.32837157584e-13,-4.91197871278e-20,1,1.69330778101e-07
-10,2.57064055377e-13,-5.67011985703e-20,1,1.77922321638e-07
-10,2.83811781815e-13,-6.54981149551e-20,1,1.86949784864e-07
-10,3.13342631195e-13,-7.5672406736e-20,1,1.96435285574e-07
-10,3.45946189746e-13,-8.7395834017e-20,1,2.06402063776e-07
-10,3.81942175386e-13,-1.0107779978e-19,1,2.16874538638e-07
-10,4.21683572944e-13,-1.16904128411e-19,1,2.27878368311e-07
-10,4.65560095612e-13,-1.35093095286e-19,1,2.39440512798e-07
-10,5.14002006559e-13,-1.56269058535e-19,1,2.51589300001e-07
-10,5.67484338192e-13,-1.80748072838e-19,1,2.64354495133e-07
-10,6.26531550429e-13,-2.09084875128e-19,1,2.77767373639e-07
-10,6.91722673675e-13,-2.41981805172e-19,1,2.91860797826e-07
-10,7.63696986925e-13,-2.80177660563e-19,1,3.06669297375e-07
-10,8.4316028668e-13,-3.24329360461e-19,1,3.22229153942e-07
-10,9.30891808145e-13,-3.75422949179e-19,1,3.38578490051e-07
-10,1.02775186659e-12,-4.34707892175e-19,1,3.55757362495e-07
-10,1.1346902938e-12,-5.03331959099e-19,1,3.73807860477e-07
-10,1.25275575234e-12,-5.82799616396e-19,1,3.92774208731e-07
-10,1.38310601897e-12,-6.74855899204e-19,1,4.12702875877e-07
-10,1.52701933807e-12,-7.81413830891e-19,1,4.33642688269e-07
-10,1.68590695642e-12,-9.04881598691e-19,1,4.55644949626e-07
-10,1.86132696217e-12,-1.04791452758e-18,1,4.78763566724e-07
-10,2.05499956382e-12,-1.21356408434e-18,1,5.03055181476e-07
-10,2.26882395901e-12,-1.40559736283e-18,1,5.28579309702e-07
-10,2.50489695842e-12,-1.6278667105e-18,1,5.55398486952e-07
-10,2.76553354763e-12,-1.88543274055e-18,1,5.83578421717e-07
-10,3.05328958836e-12,-2.18391904908e-18,1,6.13188156423e-07
-10,3.37098688186e-12,-2.52960748517e-18,1,6.44300236583e-07
-10,3.7217408401e-12,-2.93011757135e-18,1,6.76990888543e-07
-10,4.10899103625e-12,-3.39399638864e-18,1,7.11340206239e-07
-10,4.53653493389e-12,-3.93161416928e-18,1,7.47432347428e-07
-10,5.00856512579e-12,-4.55426692185e-18,1,7.85355739887e-07
-10,5.52971044749e-12,-5.27558120499e-18,1,8.25203298059e-07
-10,6.10508136864e-12,-6.1112056412e-18,1,8.670726507e-07
-10,6.74032010747e-12,-7.0791117419e-18,1,9.1106638008e-07
-10,7.44165595966e-12,-8.2004491427e-18,1,9.57292273307e-07
-10,8.21596638423e-12,-9.49938432511e-18,1,1.00586358642e-06
-10,9.07084444548e-12,-1.10041161774e-17,1,1.05689932186e-06
-10,1.00146732723e-11,-1.27472315809e-17,1,1.11052452006e-06
-10,1.1056708265e-11,-1.4766422441e-17,1,1.16687056576e-06
-10,1.22071678559e-11,-1.71049540799e-17,1,1.22607550995e-06
-10,1.34773337136e-11,-1.98141463706e-17,1,1.28828440806e-06
-10,1.48796613738e-11,-2.29519226377e-17,1,1.35364967539e-06
-10,1.64279023807e-11,-2.65868250434e-17,1,1.42233146052e-06
-10,1.81372391381e-11,-3.0796866415e-17,1,1.49449803768e-06
-10,2.00244337912e-11,-3.56736292908e-17,1,1.57032621906e-06
-10,2.21079926005e-11,-4.13219180014e-17,1,1.65000178794e-06
-10,2.4408347418e-11,-4.78638143693e-17,1,1.73371995396e-06
-10,2.69480560467e-11,-5.54413729816e-17,1,1.82168583133e-06
-10,2.97520234475e-11,-6.42176566947e-17,1,1.91411494138e-06
-10,3.28477459631e-11,-7.43824066216e-17,1,2.01123374065e-06
-10,3.62655809532e-11,-8.61550303069e-17,1,2.11328017564e-06
-10,4.00390444857e-11,-9.97903977841e-17,1,2.22050426585e-06
-10,4.42051400031e-11,-1.15581817151e-16,1,2.33316871634e-06
-10,4.88047211863e-11,-1.33869683741e-16,1,2.45154956133e-06
-10,5.38828925755e-11,-1.55050090692e-16,1,2.57593684056e-06
-10,5.94894518755e-11,-1.7957870023e-16,1,2.70663530984e-06
-10,6.56793782829e-11,-2.07985724685e-16,1,2.84396518778e-06
-10,7.25133716251e-11,-2.40882165623e-16,1,2.98826294028e-06
-10,8.00584475968e-11,-2.78977033684e-16,1,3.13988210496e-06
-10,8.83885949303e-11,-3.23091910204e-16,1,3.29919415729e-06
-10,9.75855009468e-11,-3.7417656871e-16,1,3.46658942074e-06
-10,1.077393526e-10,-4.33330792855e-16,1,3.64247802312e-06
-10,1.18949720871e-10,-5.01829531965e-16,1,3.82729090139e-06
-10,1.31326537184e-10,-5.81147059227e-16,1,4.02148085749e-06
-10,1.44991171415e-10,-6.72988797623e-16,1,4.2255236677e-06
-10,1.60077622079e-10,-7.79333021565e-16,1,4.43991924839e-06
-10,1.76733830347e-10,-9.0246616927e-16,1,4.66519288077e-06
-10,1.95123130787e-10,-1.04503604337e-15,1,4.90189649788e-06
-10,2.15425853065e-10,-1.2101081313e-15,1,5.15061003689e-06
-10,2.378410903e-10,-1.40122935521e-15,1,5.41194285994e-06
-10,2.62588651408e-10,-1.62250721093e-15,1,5.6865352471e-06
-10,2.89911216609e-10,-1.87869260346e-15,1,5.97505996516e-06
-10,3.20076717196e-10,-2.17528779728e-15,1,6.27822391586e-06
-10,3.53380962936e-10,-2.51865984986e-15,1,6.5967698679e-06
-10,3.90150542842e-10,-2.91617586441e-15,1,6.93147827674e-06
-10,4.30746027787e-10,-3.37636471748e-15,1,7.28316919675e-06
-10,4.75565506337e-10,-3.90909933149e-15,1,7.65270429043e-06
-10,5.25048488502e-10,-4.52579744033e-15,1,8.04098893947e-06
-10,5.79680215668e-10,-5.23968256499e-15,1,8.44897446304e-06
-10,6.39996418989e-10,-6.06604661694e-15,1,8.87766044854e-06
-10,7.06588572886e-10,-7.02259277611e-15,1,9.32809720066e-06
-10,7.80109695179e-10,-8.12980504253e-15,1,9.80138831467e-06
-10,8.61280750729e-10,-9.41138198152e-15,1,1.02986933803e-05
-10,9.50897721386e-10,-1.08947487579e-14,1,1.08212308228e-05
-10,1.04983941156e-09,-1.26116403541e-14,1,1.13702808881e-05
-10,1.159076066e-09,-1.45987674234e-14,1,1.19471887797e-05
-10,1.2796788842e-09,-1.68986135165e-14,1,1.2553367954e-05
-10,1.41283052484e-09,-1.95603241196e-14,1,1.3190303584e-05
-10,1.55983670323e-09,-2.26407569895e-14,1,1.38595561974e-05
-10,1.72213899542e-09,-2.62056931701e-14,1,1.45627655006e-05
-10,1.90132897464e-09,-3.03312325293e-14,1,1.53016543954e-05
-10,2.0991638186e-09,-3.51054100961e-14,1,1.60780332008e-05
-10,2.31758354083e-09,-4.06300547016e-14,1,1.68938040882e-05
-10,2.55873001484e-09,-4.70229682959e-14,1,1.77509657414e-05
-10,2.82496797786e-09,-5.44204130278e-14,1,1.86516182541e-05
-10,3.11890821995e-09,-6.29799885493e-14,1,1.95979682749e-05
-10,3.44343318604e-09,-7.288399856e-14,1,2.05923344138e-05
-10,3.80172524184e-09,-8.43432761131e-14,1,2.16371529226e-05
-10,4.19729788078e-09,-9.76016721968e-14,1,2.27349836644e-05
-10,4.63403017824e-09,-1.12941223757e-13,1,2.38885163848e-05
-10,5.11620483053e-09,-1.30688061388e-13,1,2.51005773025e-05
-10,5.64855015206e-09,-1.51219373726e-13,1,2.63741360331e-05
-10,6.23628644223e-09,-1.74971309336e-13,1,2.7712312865e-05
-10,6.8851771769e-09,-2.02448244669e-13,1,2.91183864043e-05
-10,7.60158552633e-09,-2.34233362337e-13,1,3.05958016076e-05
-10,8.39253675389e-09,-2.71001004633e-13,1,3.2148178222e-05
-10,9.26578710736e-09,-3.13530834355e-13,1,3.37793196538e-05
-10,1.02298998785e-08,-3.62724324822e-13,1,3.5493222287e-05
-10,1.12943293766e-08,-4.19623672147e-13,1,3.72940852745e-05
-10,1.24695136397e-08,-4.85433757978e-13,1,3.91863208261e-05
-10,1.37669767921e-08,-5.61547465884e-13,1.00000000001,4.11745650187e-05
-10,1.51994420529e-08,-6.49574996393e-13,1.00000000001,4.32636891546e-05
-10,1.67809565025e-08,-7.51377599428e-13,1.00000000001,4.54588116966e-05
-10,1.85270288316e-08,-8.69106756597e-13,1.00000000001,4.77653108079e-05
-10,2.0454781423e-08,-1.00524920504e-12,1.00000000001,5.0188837529e-05
-10,2.25831182575e-08,-1.16267911701e-12,1.00000000001,5.27353296227e-05
-10,2.49329102905e-08,-1.34471833776e-12,1.00000000001,5.54110261216e-05
-10,2.75272001176e-08,-1.55520587101e-12,1.00000000002,5.8222482614e-05
-10,3.03914279354e-08,-1.79857828325e-12,1.00000000002,6.11765873045e-05
-10,3.3553681014e-08,-2.07996235623e-12,1.00000000002,6.42805778905e-05
-10,3.70449691268e-08,-2.40528226003e-12,1.00000000002,6.75420592942e-05
-10,4.089952864e-08,-2.78138329923e-12,1.00000000003,7.09690222946e-05
-10,4.51551582415e-08,-3.21617462438e-12,1.00000000003,7.45698631042e-05
-10,4.98535896039e-08,-3.71879423862e-12,1.00000000004,7.835340394e-05
-10,5.50408966149e-08,-4.29979929996e-12,1.00000000004,8.23289146367e-05
-10,6.07679471878e-08,-4.97138593318e-12,1.00000000005,8.65061353576e-05
-10,6.70909020842e-08,-5.74764294371e-12,1.00000000006,9.08953004571e-05
-10,7.40717656392e-08,-6.64484463844e-12,1.00000000007,9.55071635538e-05
-10,8.177899379e-08,-7.68178890604e-12,1.00000000008,0.000100353023876
-10,9.02881653704e-08,-8.88018727507e-12,1.00000000009,0.000105444753942
-10,9.96827232539e-08,-1.02651151075e-11,1.0000000001,0.000110794828649
-10,1.10054792614e-07,-1.18655313054e-11,1.00000000012,0.000116416355829
-10,1.21506084323e-07,-1.37148775569e-11,1.00000000014,0.000122323108369
-10,1.34148892355e-07,-1.58517702708e-11,1.00000000016,0.000128529557941
-10,1.48107194964e-07,-1.83207984027e-11,1.00000000018,0.000135050910463
-10,1.63517870442e-07,-2.11734441692e-11,1.00000000021,0.000141903143343
-10,1.80532039382e-07,-2.44691450787e-11,1.00000000024,0.000149103044624
-10,1.99316546597e-07,-2.82765188774e-11,1.00000000028,0.000156668254104
-10,2.2005559724e-07,-3.26747763101e-11,1.00000000033,0.000164617306548
-10,2.42952563165e-07,-3.77553504889e-11,1.00000000038,0.00017296967709
-10,2.6823197723e-07,-4.36237758063e-11,1.00000000044,0.000181745828939
-10,2.96141735125e-07,-5.04018543844e-11,1.0000000005,0.0001909672635
-10,3.2695552629e-07,-5.82301540829e-11,1.00000000058,0.000200656573039
-10,3.60975517774e-07,-6.72708883322e-11,1.00000000067,0.000210837496022
-10,3.98535317359e-07,-7.77112355494e-11,1.00000000078,0.00022153497525
-10,4.40003244991e-07,-8.97671657288e-11,1.0000000009,0.000232775218953
-10,4.85785944606e-07,-1.03687850566e-10,1.00000000104,0.000244585764972
-10,5.3633237178e-07,-1.19760745755e-10,1.0000000012,0.000256995548199
-10,5.92138196285e-07,-1.38317447287e-10,1.00000000138,0.000270034971434
-10,6.53750662738e-07,-1.59740439793e-10,1.0000000016,0.000283735979831
-10,7.21773957012e-07,-1.84470870123e-10,1.00000000184,0.000298132139117
-10,7.96875131016e-07,-2.1301750277e-10,1.00000000213,0.000313258717777
-10,8.79790643957e-07,-2.45967034914e-10,1.00000000246,0.000329152773396
-10,9.71333584232e-07,-2.83995976341e-10,1.00000000284,0.000345853243383
-10,1.07240164275e-06,-3.27884329831e-10,1.00000000328,0.000363401040275
-10,1.1839859159e-06,-3.78531343592e-10,1.00000000379,0.000381839151882
-10,1.30718062447e-06,-4.36973646966e-10,1.00000000437,0.00040121274649
-10,1.44319384382e-06,-5.04406127372e-10,1.00000000504,0.00042156928339
-10,1.59335935053e-06,-5.82205960222e-10,1.00000000582,0.000442958628999
-10,1.75914970175e-06,-6.71960264015e-10,1.00000000672,0.000465433178855
-10,1.9421906754e-06,-7.75497924291e-10,1.00000000775,0.000489047985777
-10,2.14427721295e-06,-8.94926207732e-10,1.00000000895,0.000513860894501
-10,2.36739102097e-06,-1.03267288492e-09,1.00000001033,0.000539932683122
-10,2.61372000427e-06,-1.19153468021e-09,1.00000001192,0.000567327211672
-10,2.88567972092e-06,-1.37473299427e-09,1.00000001375,0.000596111578196
-10,3.18593706982e-06,-1.58597797855e-09,1.00000001586,0.000626356282709
-10,3.51743644289e-06,-1.82954220358e-09,1.0000000183,0.000658135399403
-10,3.88342859843e-06,-2.11034534582e-09,1.0000000211,0.00069152675754
-10,4.28750253885e-06,-2.4340515207e-09,1.00000002434,0.000726612131444
-10,4.73362070519e-06,-2.80718113809e-09,1.00000002807,0.000763477440051
-10,5.22615783373e-06,-3.23723941924e-09,1.00000003237,0.000802212956481
-10,5.7699438557e-06,-3.73286403541e-09,1.00000003733,0.000842913528132
-10,6.3703112606e-06,-4.30399467941e-09,1.00000004304,0.000885678807809
-10,7.03314738788e-06,-4.96206779371e-09,1.00000004962,0.000930613496419
-10,7.76495215949e-06,-5.72024014532e-09,1.0000000572,0.000977827597813
-10,8.57290181962e-06,-6.59364546856e-09,1.00000006594,0.00102743668634
-10,9.46491930656e-06,-7.59968900419e-09,1.000000076,0.00107956218773
-10,1.04497519468e-05,-8.7583854683e-09,1.00000008758,0.00113433167399
-10,1.15370572335e-05,-1.00927467595e-08,1.00000010093,0.00119187917287
-10,1.27374975298e-05,-1.16292266339e-08,1.00000011629,0.00125234549271
-10,1.40628446264e-05,-1.33982305938e-08,1.00000013398,0.0013158785633
-10,1.55260951788e-05,-1.54347004227e-08,1.00000015435,0.0013826337936
-10,1.71415981549e-05,-1.77787841185e-08,1.00000017779,0.00145277444688
-10,1.89251955446e-05,-2.04766035122e-08,1.00000020477,0.00152647203437
-10,2.08943777101e-05,-2.35811335858e-08,1.00000023581,0.00160390672802
-10,2.30684548999e-05,-2.71532094544e-08,1.00000027153,0.00168526779325
-10,2.54687466097e-05,-3.12626792375e-08,1.00000031263,0.0017707540427
-10,2.81187906467e-05,-3.5989723547e-08,1.0000003599,0.00186057431164
-10,3.10445739457e-05,-4.14263652284e-08,1.00000041426,0.00195494795623
-10,3.4274787404e-05,-4.7678196221e-08,1.00000047678,0.00205410537524
-10,3.78411072299e-05,-5.48663521192e-08,1.00000054866,0.00215828855645
-10,4.17785055677e-05,-6.31297691844e-08,1.0000006313,0.00226775164846
-10,4.61255934416e-05,-7.26277632822e-08,1.00000072628,0.002382761559
-10,5.0924999385e-05,-8.3542975567e-08,1.00000083543,0.00250359858051
-10,5.62237874651e-05,-9.60847357525e-08,1.00000096085,0.0026305570441
-10,6.20739188041e-05,-1.10492900603e-07,1.00000110493,0.00276394600257
-10,6.85327611215e-05,-1.27042232934e-07,1.00000127042,0.00290408994343
-10,7.56636512955e-05,-1.46047394996e-07,1.00000146047,0.0030513295327
-10,8.35365164585e-05,-1.67868639802e-07,1.00000167869,0.00320602239017
-10,9.22285597183e-05,-1.92918294771e-07,1.00000192918,0.00336854389666
-10,0.00010182501723,-2.21668144204e-07,1.00000221668,0.00353928803387
-10,0.00011241999404,-2.54657830661e-07,1.00000254658,0.00371866825696
-10,0.000124117386904,-2.92504410453e-07,1.00000292504,0.00390711840011
-10,0.000137031903118,-3.35913215287e-07,1.00000335913,0.00410509361489
-10,0.000151290185369,-3.85690190834e-07,1.0000038569,0.00431307134086
-10,0.000167032053617,-4.42755903711e-07,1.00000442756,0.0045315523079
-10,0.000184411876207,-5.08161431305e-07,1.00000508161,0.00476106156881
-10,0.000203600083635,-5.83106374069e-07,1.00000583106,0.00500214956057
-10,0.000224784839831,-6.68959257707e-07,1.00000668959,0.00525539319194
-10,0.000248173887338,-7.67280622877e-07,1.00000767281,0.00552139695444
-10,0.000273996584479,-8.79849133121e-07,1.00000879849,0.00580079405268
-10,0.0003025061545,-1.00869106741e-06,1.00001008691,0.00609424754938
-10,0.000333982168736,-1.15611360223e-06,1.00001156114,0.00640245151897
-10,0.000368733288148,-1.32474232918e-06,1.00001324742,0.00672613220237
-10,0.000407100290123,-1.51756349783e-06,1.00001517563,0.00706604915415
-10,0.000449459410216,-1.73797151936e-06,1.00001737972,0.00742299637101
-10,0.000496226031603,-1.98982231392e-06,1.00001989822,0.00779780338888
-10,0.000547858758418,-2.27749313343e-06,1.00002277493,0.00819133633289
-10,0.000604863912934,-2.60594954015e-06,1.0000260595,0.008604498902
-10,0.000667800500674,-2.98082026851e-06,1.0000298082,0.00903823326633
-10,0.000737285692143,-3.40848074269e-06,1.00003408481,0.0094935208516
-10,0.000814000874948,-3.89614606139e-06,1.00003896146,0.00997138298035
-10,0.000898698335634,-4.45197429283e-06,1.00004451974,0.0104728813344
-10,0.000992208636782,-5.08518094298e-06,1.00005085181,0.0109991181974
-10,0.00109544876169,-5.80616546352e-06,1.00005806165,0.0115512364283
-10,0.00120943110653,-6.62665064832e-06,1.00006626651,0.0121304191105
-10,0.00133527340812,-7.55983572062e-06,1.00007559836,0.0127378888105
-10,0.00147420970471,-8.62056382949e-06,1.00008620564,0.01337490637
-10,0.00162760243727,-9.82550454332e-06,1.00009825505,0.0140427691454
-10,0.00179695580983,-1.11933517375e-05,1.00011193352,0.0147428085921
-10,0.00198393054013,-1.27450370087e-05,1.00012745037,0.015476387078
-10,0.00219036014494,-1.45039583912e-05,1.00014503958,0.0162448937946
-10,0.00241826891995,-1.64962236816e-05,1.00016496224,0.0170497396109
-10,0.00266989179049,-1.87509070743e-05,1.00018750907,0.0178923506985
-10,0.00294769622771,-2.13003170389e-05,1.00021300317,0.0187741607294
-10,0.00325440644516,-2.41802724115e-05,1.00024180272,0.0196966014243
-10,0.00359303011305,-2.74303824751e-05,1.00027430382,0.0206610911967
-10,0.00396688785217,-3.1094325349e-05,1.00031094325,0.0216690216123
-10,0.0043796457966,-3.52201172362e-05,1.00035220117,0.0227217413446
-10,0.0048353515447,-3.98603629636e-05,1.00039860363,0.0238205372763
-10,0.00533847385079,-4.50724757356e-05,1.00045072476,0.0249666123574
-10,0.00589394644673,-5.0918851086e-05,1.00050918851,0.0261610597941
-10,0.00650721642324,-5.74669766078e-05,1.00057466977,0.0274048331082
-10,0.00718429764532,-6.47894551565e-05,1.00064789455,0.0286987115709
-10,0.00793182972557,-7.29639148654e-05,1.00072963915,0.030043260487
-10,0.00875714313373,-8.20727745015e-05,1.00082072775,0.0314387857876
-10,0.00966833108097,-9.22028275179e-05,1.00092202828,0.0328852823771
-10,0.0106743288837,-0.000103444602759,1.00103444603,0.0343823756945
-10,0.0117850015854,-0.000115891454351,1.00115891454,0.0359292559794
-10,0.0130112406955,-0.000129638328222,1.00129638328,0.0375246048028
-10,0.0143650709937,-0.000144780148338,1.00144780148,0.0391665135314
-10,0.0158597684482,-0.000161409762824,1.00161409763,0.0408523935593
-10,0.0175099904025,-0.000179615389356,1.00179615389,0.0425788783764
-10,0.0193319193087,-0.000199477501727,1.00199477502,0.0443417178633
-10,0.0213434214164,-0.000221065106473,1.00221065106,0.0461356656296
-10,0.0235642219732,-0.000244431371478,1.00244431371,0.0479543607605
-10,0.0260160986549,-0.000269608589304,1.00269608589,0.0497902060342
-10,0.0287230951224,-0.000296602488487,1.00296602488,0.0516342455278
-10,0.0317117567993,-0.000325385948125,1.00325385948,0.0534760455628
-10,0.0350113911824,-0.000355892226544,1.00355892227,0.05530358416
-10,0.0386543552375,-0.000388007884782,1.00388007885,0.0571031555604
-10,0.0426763726994,-0.000421565670415,1.0042156567,0.0588592979064
-10,0.047116884387,-0.000456337725427,1.00456337725,0.0605547538022
-10,0.0559984813971,-0.000518989488782,1.00518989489,0.0633095017544
-10,0.0709946848899,-0.000605630655293,1.00605630655,0.0664869635421
-10,0.0859908883827,-0.000671441931498,1.00671441931,0.0683344694204
-10,0.100987091875,-0.000719988315279,1.00719988315,0.0692434390506
-10,0.115983295368,-0.000754417831068,1.00754417831,0.0694720542865
-10,0.130979498861,-0.000777406833423,1.00777406833,0.0691999939898
-10,0.145975702354,-0.000791187817923,1.00791187818,0.0685568499603
-10,0.160971905847,-0.00079760297629,1.00797602976,0.0676384302511
-10,0.175968109339,-0.000798162153616,1.00798162154,0.0665168209662
-10,0.190964312832,-0.000794097105681,1.00794097106,0.0652469470318
-10,0.205960516325,-0.000786409305612,1.00786409306,0.0638710355383
-10,0.220956719818,-0.000775910786895,1.00775910787,0.0624217542108
-10,0.235952923311,-0.000763258429402,1.00763258429,0.0609244771351
-10,0.250949126803,-0.000748982432656,1.00748982433,0.0593989549132
-10,0.265945330296,-0.000733509797375,1.00733509797,0.0578605666967
-10,0.280941533789,-0.000717183599362,1.00717183599,0.0563212716066
-10,0.295937737282,-0.000700278757641,1.00700278758,0.0547903397267
-10,0.310933940774,-0.000683014903916,1.00683014904,0.0532749187993
-10,0.325930144267,-0.000665566867782,1.00665566868,0.0517804767733
-10,0.34092634776,-0.000648073208043,1.00648073208,0.0503111494717
-10,0.355922551253,-0.000630643147045,1.00630643147,0.0488700150531
-10,0.370918754746,-0.000613362202312,1.00613362202,0.0474593115397
-10,0.385914958238,-0.000596296757109,1.00596296757,0.0460806097747
-10,0.400911161731,-0.000579497767721,1.00579497768,0.0447349512948
-10,0.415907365224,-0.000563003768976,1.00563003769,0.0434229584561
-10,0.430903568717,-0.000546843309723,1.0054684331,0.0421449225339
-10,0.44589977221,-0.000531036925512,1.00531036926,0.0409008742808
-10,0.460895975702,-0.000515598735712,1.00515598736,0.0396906404797
-10,0.475892179195,-0.000500537735973,1.00500537736,0.0385138892882
-10,0.490888382688,-0.000485858843643,1.00485858844,0.0373701665987
-10,0.505884586181,-0.00047156374289,1.00471563743,0.036258925186
-10,0.520880789674,-0.00045765156749,1.00457651567,0.0351795480579
-10,0.535876993166,-0.000444119452071,1.00444119452,0.0341313671428
-10,0.550873196659,-0.000430962976791,1.00430962977,0.0331136782223
-10,0.565869400152,-0.000418176525689,1.00418176526,0.0321257528419
-10,0.580865603645,-0.000405753575145,1.00405753575,0.0311668477851
