lam,z,sigma,m,n
-10,22.4,-2.9160890968e-23,1,2.34449843317e-21
-10,22.5,-2.38282830626e-23,1,1.91621174781e-21
-10,22.6,-1.94708524469e-23,1,1.56616441498e-21
-10,22.7,-1.59102657733e-23,1,1.28006348163e-21
-10,22.8,-1.30008023823e-23,1,1.04622710205e-21
-10,22.9,-1.0623390192e-23,1,8.55107521276e-22
-10,23,-8.68073229867e-24,1,6.98901204574e-22
-10,23.1,-7.09332481875e-24,1,5.71230192255e-22
-10,23.2,-5.79620297985e-24,1,4.66881667358e-22
-10,23.3,-4.73628227949e-24,1,3.8159510131e-22
-10,23.4,-3.87018588528e-24,1,3.1188828545e-22
-10,23.5,-3.162469353e-24,1,2.54915144376e-22
-10,23.6,-2.58417000174e-24,1,2.08349524886e-22
-10,23.7,-2.11162157306e-24,1,1.70290215059e-22
-10,23.8,-1.72548565988e-24,1,1.39183314971e-22
-10,23.9,-1.40996026259e-24,1,1.13758789114e-22
-10,24,-1.15213307993e-24,1,9.29786096871e-23
-10,24.1,-9.41453066166e-25,1,7.59943732788e-23
-10,24.2,-7.69298626365e-25,1,6.21126602592e-23
-10,24.3,-6.28624777058e-25,1,5.07667224167e-23
-10,24.4,-5.13674831535e-25,1,4.14933427533e-23
-10,24.5,-4.19744809805e-25,1,3.39139225685e-23
-10,24.6,-3.42990931273e-25,1,2.77190235725e-23
-10,24.7,-2.80272311423e-25,1,2.26557338511e-23
-10,24.8,-2.29022424652e-25,1,1.85173418149e-23
-10,24.9,-1.87144072708e-25,1,1.51348965025e-23
-10,25,-1.529235602e-25,1,1.23703096374e-23
-10,25.1,-1.24960564771e-25,1,1.01107177866e-23
-10,25.2,-1.02110831808e-25,1,8.26387442764e-24
-10,25.3,-8.34393484677e-26,1,6.754383778e-24
-10,25.4,-6.81820806656e-26,1,5.520622615e-24
-10,25.5,-5.57147071097e-26,1,4.51222440512e-24
-10,25.6,-4.55270708428e-26,1,3.68802302038e-24
-10,25.7,-3.72023027354e-26,1,3.01437208585e-24
-10,25.8,-3.03997625774e-26,1,2.46377133876e-24
-10,25.9,-2.48410996523e-26,1,2.01374391555e-24
-10,26,-2.02988623426e-26,1,1.64591872818e-24
-10,26.1,-1.65871906319e-26,1,1.34528046505e-24
-10,26.2,-1.35542106126e-26,1,1.09955659555e-24
-10,26.3,-1.10758197592e-26,1,8.9871635136e-25
-10,26.4,-9.05060864565e-27,1,7.34561229076e-25
-10,26.5,-7.39571128872e-27,1,6.00390295897e-25
-10,26.6,-6.04341430656e-27,1,4.907266337e-25
-10,26.7,-4.9383861312e-27,1,4.01093753326e-25
-10,26.8,-4.03541289013e-27,1,3.27832850915e-25
-10,26.9,-3.29754830574e-27,1,2.67953445638e-25
-10,27,-2.69460190427e-27,1,2.19011301023e-25
-10,27.1,-2.20190367016e-27,1,1.79008645994e-25
-10,27.2,-1.79929459462e-27,1,1.46312622155e-25
-10,27.3,-1.47030181108e-27,1,1.19588627936e-25
-10,27.4,-1.20146456381e-27,1,9.77458384445e-26
-10,27.5,-9.81783428336e-28,1,7.98926768917e-26
-10,27.6,-8.0227024588e-28,1,6.53004197869e-26
-10,27.7,-6.55580355242e-28,1,5.3373450125e-26
-10,27.8,-5.35712073408e-28,1,4.36249442078e-26
-10,27.9,-4.37761127838e-28,1,3.56569995638e-26
-10,28,-3.57719992091e-28,1,2.91443927331e-26
-10,28.1,-2.92313913894e-28,1,2.38213038719e-26
-10,28.2,-2.38866926177e-28,1,1.94704662476e-26
-10,28.3,-1.95192358503e-28,1,1.59142976843e-26
-10,28.4,-1.59503368844e-28,1,1.30076519336e-26
-10,28.5,-1.30339834876e-28,1,1.06318940702e-26
-10,28.6,-1.06508613371e-28,1,8.69005806537e-27
-10,28.7,-8.70347232761e-29,1,7.10288886562e-27
-10,28.8,-7.11214550315e-29,1,5.80560741438e-27
-10,28.9,-5.8117773935e-29,1,4.74526656281e-27
-10,29,-4.74916838174e-29,1,3.87858993927e-27
-10,29.1,-3.88084611675e-29,1,3.17020556067e-27
-10,29.2,-3.17128691358e-29,1,2.59120208319e-27
-10,29.3,-2.59146236895e-29,1,2.11794875968e-27
-10,29.4,-2.11765172591e-29,1,1.73113093626e-27
-10,29.5,-1.73047139528e-29,1,1.41496171825e-27
-10,29.6,-1.41408192674e-29,1,1.15653762733e-27
-10,29.7,-1.15553998279e-29,1,9.45311949122e-28
-10,29.8,-9.44268802231e-30,1,7.72664274517e-28
-10,29.9,-7.71625487132e-30,1,6.31548664608e-28
-10,30,-6.30547409626e-30,1,5.16206078361e-28
