a,z,N,t,s,H,K_Psi,U_Psi,rho_Psi,P_Psi,w_Psi,Omega_Psi,Omega_m,Omega_r,q_dec
1.728778184056763e1,-9.421556791251615e-1,2.850000000000000e0,8.542689201243297e0,1.935451184298119e-4,2.159904727779758e-1,3.314366772385739e-2,1.397814595816961e-1,1.397814595816961e-1,-1.066377918578387e-1,-7.628893858810626e-1,9.987553670956490e-1,1.244612746092821e-3,2.015825813397396e-8,-6.429097928943933e-1
1.746152693657998e1,-9.427312397345327e-1,2.859999999999999e0,8.589070296128607e0,1.878249958304713e-4,2.152206428510395e-1,3.290526744328193e-2,1.387907301373395e-1,1.387907301373395e-1,-1.058854626940576e-1,-7.629145158994356e-1,9.987834955122369e-1,1.216484981118776e-3,1.950664429006518e-8,-6.429796306972745e-1
1.763701819983731e1,-9.433010734201530e-1,2.869999999999999e0,8.635617276965556e0,1.822739283932202e-4,2.144537048145718e-1,3.266868419389696e-2,1.378071254023618e-1,1.378071254023618e-1,-1.051384412084648e-1,-7.629390780882142e-1,9.988109898731508e-1,1.188991250781478e-3,1.887606773699903e-8,-6.430478942592635e-1
1.781427317961221e1,-9.438652371658663e-1,2.880000000000001e0,8.682330705170042e0,1.768869198021691e-4,2.136896439826729e-1,3.243390116403162e-2,1.368305911220711e-1,1.368305911220711e-1,-1.043966899580395e-1,-7.629630852424202e-1,9.988378643976361e-1,1.162117336513072e-3,1.826585069976700e-8,-6.431146188837307e-1
1.799330960155033e1,-9.444237873885170e-1,2.890000000000001e0,8.729211144659299e0,1.716591213804372e-4,2.129284458342309e-1,3.220090177759762e-2,1.358610735382199e-1,1.358610735382199e-1,-1.036601717606223e-1,-7.629865498704529e-1,9.988641329893014e-1,1.135849335361301e-3,1.767533716386238e-8,-6.431798390906041e-1
1.817414536944307e1,-9.449767799435927e-1,2.900000000000000e0,8.776259161851238e0,1.665858277322676e-4,2.121700960097841e-1,3.196966968909649e-2,1.348985193826601e-1,1.348985193826601e-1,-1.029288496935636e-1,-7.630094842004184e-1,9.988898092429842e-1,1.110173653123672e-3,1.710389218066181e-8,-6.432435886333692e-1
1.835679856701793e1,-9.455242701308102e-1,2.910000000000000e0,8.823475325663942e0,1.616624725645511e-4,2.114145803163914e-1,3.174018878117382e-2,1.339428758811814e-1,1.339428758811814e-1,-1.022026871000075e-1,-7.630319001860909e-1,9.989149064515551e-1,1.085076997543589e-3,1.655090119352771e-8,-6.433059005154615e-1
1.854128745974687e1,-9.460663126996440e-1,2.920000000000000e0,8.870860207515269e0,1.568846245463253e-4,2.106618847201097e-1,3.151244315846224e-2,1.329940907414944e-1,1.329940907414944e-1,-1.014816475830322e-1,-7.630538095131298e-1,9.989394376124487e-1,1.060546371781886e-3,1.601576938729919e-8,-6.433668070067391e-1
1.872763049667291e1,-9.466029618548029e-1,2.930000000000000e0,8.918414381322576e0,1.522479832715927e-4,2.099119953348811e-1,3.128641714047480e-2,1.320521121368398e-1,1.320521121368398e-1,-1.007656949963650e-1,-7.630752236052532e-1,9.989634154340221e-1,1.036569068056779e-3,1.549792105880460e-8,-6.434263396597153e-1
1.891584631225503e1,-9.471342712616496e-1,2.940000000000000e0,8.966138423502743e0,1.477483754413203e-4,2.091648984272137e-1,3.106209525940992e-2,1.311168887096632e-1,1.311168887096632e-1,-1.000547934502533e-1,-7.630961536298209e-1,9.989868523419437e-1,1.013132661257274e-3,1.499679900487722e-8,-6.434845293249492e-1
1.910595372823163e1,-9.476602940515676e-1,2.949999999999999e0,9.014032912972315e0,1.433817511153925e-4,2.084205804146434e-1,3.083946225613452e-2,1.301883695673332e-1,1.301883695673332e-1,-9.934890731119872e-2,-7.631166105034874e-1,9.990097604853784e-1,9.902250027576138e-4,1.451186393079338e-8,-6.435414061663223e-1
1.929797175550278e1,-9.481810828272742e-1,2.960000000000001e0,9.062098431147783e0,1.391441800580626e-4,2.076790278614271e-1,3.061850307542587e-2,1.292665042744010e-1,1.292665042744010e-1,-9.864800119897515e-2,-7.631366048978140e-1,9.990321517430165e-1,9.678342143894470e-4,1.404259387786553e-8,-6.435969996760883e-1
1.949191959603113e1,-9.486966896680810e-1,2.970000000000001e0,9.110335561945913e0,1.350318481406591e-4,2.069402274649328e-1,3.039920285854894e-2,1.283512428333743e-1,1.283512428333743e-1,-9.795203997482538e-2,-7.631561472450001e-1,9.990540377288910e-1,9.459486826253092e-4,1.358848367038296e-8,-6.436513386898703e-1
1.968781664476241e1,-9.492071661351015e-1,2.980000000000000e0,9.158744891784503e0,1.310410539882450e-4,2.062041660663380e-1,3.018154694320107e-2,1.274425356958802e-1,1.274425356958802e-1,-9.726098875267911e-2,-7.631752477428402e-1,9.990754297982974e-1,9.245570526581074e-4,1.314904437679937e-8,-6.437044514006282e-1
1.988568249156473e1,-9.497125632764082e-1,2.990000000000000e0,9.207327009583073e0,1.271682056249785e-4,2.054708306440425e-1,2.996552085834858e-2,1.265403337521880e-1,1.265403337521880e-1,-9.657481289383943e-2,-7.631939163600440e-1,9.990963390534273e-1,9.036482227699679e-4,1.272380279042068e-8,-6.437563653728499e-1
2.008553692318767e1,-9.502129316321360e-1,3.000000000000000e0,9.256082506763795e0,1.234098172456436e-4,2.047402083119399e-1,2.975111032060372e-2,1.256445883268301e-1,1.256445883268301e-1,-9.589347800622643e-2,-7.632121628413130e-1,9.991167763489236e-1,8.832113387755456e-4,1.231230092592941e-8,-6.438071075563030e-1
2.028739992524093e1,-9.507083212395379e-1,3.010000000000000e0,9.305011977252445e0,1.197625060143840e-4,2.040122863041441e-1,2.953830122671159e-2,1.247552511576472e-1,1.247552511576472e-1,-9.521694993093557e-2,-7.632299967126397e-1,9.991367522972054e-1,8.632357886989943e-4,1.191409553350381e-8,-6.438567042998626e-1
2.049129168419293e1,-9.511987816379870e-1,3.020000000000000e0,9.354116017479763e0,1.162229891127912e-4,2.032870519901507e-1,2.932707965508220e-2,1.238722744123125e-1,1.238722744123125e-1,-9.454519475723029e-2,-7.632474272857366e-1,9.991562772739405e-1,8.437111973017413e-4,1.152875762471936e-8,-6.439051813642152e-1
2.069723258938949e1,-9.516843618739322e-1,3.029999999999999e0,9.403395226382727e0,1.127880807448161e-4,2.025644928647493e-1,2.911743185994261e-2,1.229956106737327e-1,1.229956106737327e-1,-9.387817881379013e-2,-7.632644636630028e-1,9.991753614231813e-1,8.246274209467299e-4,1.115587201660254e-8,-6.439525639349911e-1
2.090524323509274e1,-9.521651105058015e-1,3.039999999999999e0,9.452850205406078e0,1.094546892738852e-4,2.018445965465001e-1,2.890934426809626e-2,1.221252129360464e-1,1.221252129360464e-1,-9.321586866795017e-2,-7.632811147421681e-1,9.991940146624650e-1,8.059745424980892e-4,1.079503688914930e-8,-6.439988766353844e-1
2.111534442254063e1,-9.526410756088591e-1,3.050000000000001e0,9.502481558503872e0,1.062198143943075e-4,2.011273507651374e-1,2.870280347255654e-2,1.212610345872612e-1,1.212610345872612e-1,-9.255823111470467e-2,-7.632973892210890e-1,9.992122466877191e-1,7.877428664174417e-4,1.044586335809078e-8,-6.440441435387807e-1
2.132755716202691e1,-9.531123047800115e-1,3.060000000000000e0,9.552289892141374e0,1.030805445103187e-4,2.004127433762259e-1,2.849779623414921e-2,1.204030294249516e-1,1.204030294249516e-1,-9.190523319080238e-2,-7.633132956018173e-1,9.992300669782765e-1,7.699229137484739e-4,1.010797505836270e-8,-6.440883881804318e-1
2.154190267500242e1,-9.535788451425687e-1,3.070000000000000e0,9.602275815296956e0,1.000340540776642e-4,1.997007623510291e-1,2.829430947597796e-2,1.195511516418434e-1,1.195511516418434e-1,-9.125684216586542e-2,-7.633288421951526e-1,9.992474848015839e-1,7.525054174083800e-4,9.781007743519700e-9,-6.441316335695133e-1
