a,z,N,t,s,H,K_Psi,U_Psi,rho_Psi,P_Psi,w_Psi,Omega_Psi,Omega_m,Omega_r,q_dec
1.017913840995439e-3,9.814014172182584e2,-6.890000000000000e0,1.633396507022944e-5,9.481279308930043e8,3.203575245142135e4,1.990829726636724e9,1.990829726636724e9,1.990829726636724e9,0.000000000000000e0,0.000000000000000e0,6.466108742468518e-1,2.771522045604499e-1,7.623692119269829e-2,5.381184605963489e-1
1.028144045174730e-3,9.716263597918843e2,-6.880000000000000e0,1.664852911358101e-5,9.201065158395072e8,3.154683018307756e4,1.931991816420974e9,1.931991816420974e9,1.931991816420974e9,0.000000000000000e0,0.000000000000000e0,6.471017462624112e-1,2.773626035077806e-1,7.553565022980820e-2,5.377678251149038e-1
1.038477064615328e-3,9.619485658120136e2,-6.870000000000000e0,1.696796780524959e-5,8.929132587677565e8,3.106547819929857e4,1.874892829271079e9,1.874892829271079e9,1.874892829271079e9,0.000000000000000e0,0.000000000000000e0,6.475884687756907e-1,2.775712238795656e-1,7.484030734474373e-2,5.374201536723719e-1
1.048913932627788e-3,9.523670674911842e2,-6.860000000000000e0,1.729235555753410e-5,8.665236838851627e8,3.059157675058369e4,1.819481372190503e9,1.819481372190503e9,1.819481372190503e9,0.000000000000000e0,0.000000000000000e0,6.480710701457860e-1,2.777780778390446e-1,7.415085201516933e-2,5.370754260075845e-1
1.059455692907610e-3,9.428809066715780e2,-6.850000000000000e0,1.762176791062406e-5,8.409140388006920e8,3.012500803966151e4,1.765707571143675e9,1.765707571143675e9,1.765707571143675e9,0.000000000000000e0,0.000000000000000e0,6.485495786703489e-1,2.779831775131062e-1,7.346724381654489e-2,5.367336219082726e-1
1.070103399639604e-3,9.334891347292100e2,-6.840000000000000e0,1.795628154964720e-5,8.160612731157601e8,2.966565618808707e4,1.713523026102271e9,1.713523026102271e9,1.713523026102271e9,0.000000000000000e0,0.000000000000000e0,6.490240225759920e-1,2.781865349968908e-1,7.278944242711727e-2,5.363947212135589e-1
1.080858117603318e-3,9.241908124790585e2,-6.830000000000000e0,1.829597432199567e-5,7.919430176614355e8,2.921340720356649e4,1.662880767448564e9,1.662880767448564e9,1.662880767448564e9,0.000000000000000e0,0.000000000000000e0,6.494944300115323e-1,2.783881623562794e-1,7.211740763218819e-2,5.360587038160942e-1
1.091720922279511e-3,9.149850100811499e2,-6.820000000000000e0,1.864092525491175e-5,7.685375643742039e8,2.876814894814890e4,1.613735213719606e9,1.613735213719606e9,1.613735213719606e9,0.000000000000000e0,0.000000000000000e0,6.499608290479918e-1,2.785880716251212e-1,7.145109932688695e-2,5.357255496634439e-1
1.102692899957703e-3,9.058708069475719e2,-6.810000000000000e0,1.899121457333366e-5,7.458238467658578e8,2.832977110698208e4,1.566042130598916e9,1.566042130598916e9,1.566042130598916e9,0.000000000000000e0,0.000000000000000e0,6.504232476788360e-1,2.787862748023165e-1,7.079047751884754e-2,5.353952387594239e-1
1.113775147844803e-3,8.968472916504176e2,-6.800000000000000e0,1.934692371801176e-5,7.237814209594390e8,2.789816515748904e4,1.519758591096740e9,1.519758591096740e9,1.519758591096740e9,0.000000000000000e0,0.000000000000000e0,6.508817138171463e-1,2.789827838513945e-1,7.013550233145920e-2,5.350677511657294e-1
1.124968774174837e-3,8.879135618306368e2,-6.790000000000000e0,1.970813536390220e-5,7.023904472888552e8,2.747322433912766e4,1.474842936913879e9,1.474842936913879e9,1.474842936913879e9,0.000000000000000e0,0.000000000000000e0,6.513362552937723e-1,2.791776106993841e-1,6.948613400684375e-2,5.347430670034219e-1
1.136274898319766e-3,8.790687241078031e2,-6.780000000000000e0,2.007493343883047e-5,6.816316724326985e8,2.705484362356050e4,1.431254740927214e9,1.431254740927214e9,1.431254740927214e9,0.000000000000000e0,0.000000000000000e0,6.517868998523726e-1,2.793707672382416e-1,6.884233290938571e-2,5.344211664546927e-1
1.147694650901426e-3,8.703118939907722e2,-6.770000000000000e0,2.044740314244313e-5,6.614864120896318e8,2.664291968551939e4,1.388954770812380e9,1.388954770812380e9,1.388954770812380e9,0.000000000000000e0,0.000000000000000e0,6.522336751487121e-1,2.795622653229569e-1,6.820405952833097e-2,5.341020297641654e-1
1.159229173904591e-3,8.616421957892370e2,-6.760000000000000e0,2.082563096544792e-5,6.419365341658317e8,2.623735087418862e4,1.347904953741637e9,1.347904953741637e9,1.347904953741637e9,0.000000000000000e0,0.000000000000000e0,6.526766087502387e-1,2.797521167694819e-1,6.757127448027948e-2,5.337856372401397e-1
1.170879620791174e-3,8.530587625261516e2,-6.750000000000000e0,2.120970470914178e-5,6.229644424517845e8,2.583803718499468e4,1.308068342109250e9,1.308068342109250e9,1.308068342109250e9,0.000000000000000e0,0.000000000000000e0,6.531157281332093e-1,2.799403333546920e-1,6.694393851209865e-2,5.334719692560492e-1
1.182647156615573e-3,8.445607358510367e2,-6.740000000000000e0,2.159971350523404e-5,6.045530607840819e8,2.544488023192482e4,1.269409080275254e9,1.269409080275254e9,1.269409080275254e9,0.000000000000000e0,0.000000000000000e0,6.535510606806728e-1,2.801269268157280e-1,6.632201250359915e-2,5.331610062517997e-1
1.194532958141175e-3,8.361472659541433e2,-6.730000000000000e0,2.199574783596935e-5,5.866858176760917e8,2.505778322034257e4,1.231892372293738e9,1.231892372293738e9,1.231892372293738e9,0.000000000000000e0,0.000000000000000e0,6.539826336807880e-1,2.803119088491299e-1,6.570545747008211e-2,5.328527287350411e-1
1.206538213958040e-3,8.278175114814696e2,-6.720000000000000e0,2.239789955454462e-5,5.693466314027649e8,2.467665092027972e4,1.195484450594693e9,1.195484450594693e9,1.195484450594693e9,0.000000000000000e0,0.000000000000000e0,6.544104743251753e-1,2.804952911100063e-1,6.509423456481839e-2,5.325471172824090e-1
1.218664124601752e-3,8.195706394506283e2,-6.710000000000000e0,2.280626190585050e-5,5.525198955258851e8,2.430138964019222e4,1.160152545590686e9,1.160152545590686e9,1.160152545590686e9,0.000000000000000e0,0.000000000000000e0,6.548346097071740e-1,2.806770852113430e-1,6.448830508148293e-2,5.322441525407411e-1
1.230911902673481e-3,8.114058251675432e2,-6.700000000000000e0,2.322092954756704e-5,5.361904648494577e8,2.393190720121016e4,1.125864856186719e9,1.125864856186719e9,1.125864856186719e9,0.000000000000000e0,0.000000000000000e0,6.552550668211412e-1,2.808573027225243e-1,6.388763045633435e-2,5.319438152281670e-1
