a,z,N,t,phi,phidot,H,KE,PE,rho_phi,P_phi,w_phi,Omega_phi,Omega_m,Omega_r,q_dec
9.004777582436559e-3,1.100521599056992e2,-4.710000000000000e0,9.976267661951665e-4,0.000000000000000e0,0.000000000000000e0,6.508797468071269e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.652130716181866e-6,9.698415094402127e-1,3.015683842907099e-2,5.150759410184611e-1
9.095277101695816e-3,1.089471724521235e2,-4.700000000000000e0,1.013107560817053e-3,0.000000000000000e0,0.000000000000000e0,6.410932193126346e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.702956500078421e-6,9.701325639952967e-1,2.986573304820324e-2,5.149303120893514e-1
9.186686156244673e-3,1.078531798074159e2,-4.690000000000000e0,1.028824664051634e-3,0.000000000000000e0,0.000000000000000e0,6.314547558167567e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.755340788477259e-6,9.704208926816266e-1,2.957735197758493e-2,5.147860429776097e-1
9.279013887064744e-3,1.067700725714004e2,-4.680000000000000e0,1.044781659924002e-3,0.000000000000000e0,0.000000000000000e0,6.219620941117360e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.809331262808158e-6,9.707065193001934e-1,2.929167136854375e-2,5.146431216873777e-1
9.372269527006058e-3,1.056977424324508e2,-4.670000000000000e0,1.060982187216000e-3,0.000000000000000e0,0.000000000000000e0,6.126130070813681e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.864977061038965e-6,9.709894674735079e-1,2.900866754943106e-2,5.145015363091239e-1
9.466462401710323e-3,1.046360821566595e2,-4.660000000000000e0,1.077429939033030e-3,0.000000000000000e0,0.000000000000000e0,6.034053021442514e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.922328822122555e-6,9.712697606462443e-1,2.872831702493359e-2,5.143612750192332e-1
9.561601930543505e-3,1.035849855771142e2,-4.650000000000000e0,1.094128664606057e-3,0.000000000000000e0,0.000000000000000e0,5.943368207061502e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.981438731799183e-6,9.715474220858941e-1,2.845059647537401e-2,5.142223260795891e-1
9.657697627537768e-3,1.025443475832811e2,-4.640000000000001e0,1.111082170319764e-3,0.000000000000000e0,0.000000000000000e0,5.854054376213199e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,2.042360569795486e-6,9.718224748834293e-1,2.817548275600080e-2,5.140846778371457e-1
9.754759102342903e-3,1.015140641104935e2,-4.630000000000000e0,1.128294319452830e-3,0.000000000000000e0,0.000000000000000e0,5.766090606626424e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,2.105149758462731e-6,9.720949419539737e-1,2.790295289626768e-2,5.139483187234961e-1
9.852796061187257e-3,1.004940321295456e2,-4.620000000000000e0,1.145769034051900e-3,0.000000000000000e0,0.000000000000000e0,5.679456300004216e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,2.169863412898131e-6,9.723648460374837e-1,2.763298409910336e-2,5.138132372544326e-1
9.951818307848428e-3,9.948414963638929e1,-4.609999999999999e0,1.163510295816386e-3,0.000000000000000e0,0.000000000000000e0,5.594131176896893e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,2.236560392594487e-6,9.726322096994365e-1,2.736555374017085e-2,5.136794220294965e-1
1.005183574463359e-2,9.848431564193376e1,-4.600000000000000e0,1.181522146024665e-3,0.000000000000000e0,0.000000000000000e0,5.510095271658799e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,2.305301354664675e-6,9.728970553315265e-1,2.710063936711866e-2,5.135468617315271e-1
1.015285837336976e-2,9.749443016194631e1,-4.590000000000000e0,1.199808687507018e-3,0.000000000000000e0,0.000000000000000e0,5.427328927487280e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,2.376148808689027e-6,9.731594051523695e-1,2.683821869882196e-2,5.134155451261977e-1
1.025489629640402e-2,9.651439420705401e1,-4.580000000000000e0,1.218374085335479e-3,0.000000000000000e0,0.000000000000000e0,5.345812791542544e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,2.449167173235006e-6,9.734192812082110e-1,2.657826962461570e-2,5.132854610615480e-1
1.035795971761370e-2,9.554410977284469e1,-4.570000000000000e0,1.237222566986774e-3,0.000000000000000e0,0.000000000000000e0,5.265527810146981e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,2.524422834100201e-6,9.736767053736464e-1,2.632077020351942e-2,5.131565984675091e-1
1.046205894342679e-2,9.458347983006632e1,-4.560000000000000e0,1.256358424414736e-3,0.000000000000000e0,0.000000000000000e0,5.186455224062631e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,2.601984204331107e-6,9.739316993523416e-1,2.606569866345389e-2,5.130289463554203e-1
1.056720438385265e-2,9.363240831492406e1,-4.550000000000000e0,1.275786014484550e-3,0.000000000000000e0,0.000000000000000e0,5.108576563845439e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,2.681921786071855e-6,9.741842846777635e-1,2.581303340045036e-2,5.129024938175462e-1
1.067340655352293e-2,9.269080011947398e1,-4.540000000000000e0,1.295509759454979e-3,0.000000000000000e0,0.000000000000000e0,5.031873645275093e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,2.764308234298566e-6,9.744344827139134e-1,2.556275297785222e-2,5.127772300265747e-1
1.078067607274309e-2,9.175856108211168e1,-4.529999999999999e0,1.315534149126907e-3,0.000000000000000e0,0.000000000000000e0,4.956328564858954e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,2.849218422497003e-6,9.746823146560674e-1,2.531483612551007e-2,5.126531442351212e-1
1.088902366855445e-2,9.083559797815674e1,-4.520000000000000e0,1.335863740964915e-3,0.000000000000000e0,0.000000000000000e0,4.881923695409164e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,2.936729510342381e-6,9.749278015315201e-1,2.506926173896952e-2,5.125302257752189e-1
1.099846017580688e-2,8.992181851052953e1,-4.510000000000000e0,1.356503160986134e-3,0.000000000000000e0,0.000000000000000e0,4.808641681691312e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,3.026921013442776e-6,9.751709642003334e-1,2.482600887865304e-2,5.124084640578064e-1
1.110899653824231e-2,8.901713130052181e1,-4.500000000000000e0,1.377457105964645e-3,0.000000000000000e0,0.000000000000000e0,4.736465436143773e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,3.119874875208645e-6,9.754118233560892e-1,2.458505676903542e-2,5.122878485722044e-1
1.122064380958908e-2,8.812144587865868e1,-4.490000000000000e0,1.398730343174308e-3,0.000000000000000e0,0.000000000000000e0,4.665378134666328e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,3.215675540913476e-6,9.756503995266455e-1,2.434638479781358e-2,5.121683688855956e-1
1.133341315466739e-2,8.723467267565152e1,-4.480000000000000e0,1.420327711776738e-3,0.000000000000000e0,0.000000000000000e0,4.595363212477004e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,3.314410034012228e-6,9.758867130748954e-1,2.410997251507064e-2,5.120500146424845e-1
1.144731585050570e-2,8.635672301344107e1,-4.470000000000001e0,1.442254125069422e-3,0.000000000000000e0,0.000000000000000e0,4.526404360035922e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,3.416168034786403e-6,9.761207841995304e-1,2.387579963243475e-2,5.119327755641649e-1
1.156236328746854e-2,8.548750909632939e1,-4.460000000000000e0,1.464514569764874e-3,0.000000000000000e0,0.000000000000000e0,4.458485519035061e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,3.521041961386637e-6,9.763526329358057e-1,2.364384602223300e-2,5.118166414481744e-1
1.167856697039544e-2,8.462694400220059e1,-4.450000000000000e0,1.487114108028959e-3,0.000000000000000e0,0.000000000000000e0,4.391590878452870e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,3.629127053345788e-6,9.765822791563062e-1,2.341409171664035e-2,5.117016021677401e-1
1.179593851975157e-2,8.377494167382795e1,-4.440000000000000e0,1.510057879555242e-3,0.000000000000000e0,0.000000000000000e0,4.325704870672474e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,3.740521457638044e-6,9.768097425717178e-1,2.318651690682440e-2,5.115876476712256e-1
1.191448967278965e-2,8.293141691026881e1,-4.430000000000000e0,1.533351100683248e-3,0.000000000000000e0,0.000000000000000e0,4.260812167662700e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,3.855326317361182e-6,9.770350427315970e-1,2.296110194208544e-2,5.114747679815668e-1
1.203423228472377e-2,8.209628535834376e1,-4.420000000000000e0,1.556999066861739e-3,0.000000000000000e0,0.000000000000000e0,4.196897677220526e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,3.973645863122444e-6,9.772581990251440e-1,2.273782732899285e-2,5.113629531957016e-1
1.215517832991493e-2,8.126946350420170e1,-4.410000000000000e0,1.581007154504065e-3,0.000000000000000e0,0.000000000000000e0,4.133946539274217e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,4.095587507209940e-6,9.774792306819752e-1,2.251667373051765e-2,5.112521934839980e-1
1.227733990306844e-2,8.045086866496816e1,-4.400000000000000e0,1.605380820235328e-3,0.000000000000000e0,0.000000000000000e0,4.071944122245955e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,4.221261940634729e-6,9.776981567728981e-1,2.229762196516142e-2,5.111424790896695e-1
1.240072922044340e-2,7.964041898047705e1,-4.390000000000001e0,1.630125603513051e-3,0.000000000000000e0,0.000000000000000e0,4.010876019473044e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,4.350783233130931e-6,9.779149962106849e-1,2.208065300608195e-2,5.110338003281918e-1
1.252535862107438e-2,7.883803340508452e1,-4.380000000000000e0,1.655247128349855e-3,0.000000000000000e0,0.000000000000000e0,3.950728045686685e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,4.484268936204024e-6,9.781297677508479e-1,2.186574798021591e-2,5.109261475867042e-1
