a,z,N,t,phi,phidot,H,KE,PE,rho_phi,P_phi,w_phi,Omega_phi,Omega_m,Omega_r,q_dec
1.612450834486684e-3,6.191739480127129e2,-6.430000000000000e0,6.287789381707867e-5,1.548506553678227e-3,6.594447186962586e1,9.182437948890623e3,2.174336685081938e3,9.953652540757672e5,9.975395907608492e5,-9.931909173906853e5,-9.956406007235793e-1,3.943600217991472e-3,8.486835925964461e-1,1.473728071855622e-1,5.677967908576989e-1
1.628656234788281e-3,6.130031141255517e2,-6.420000000000000e0,6.397550943290986e-5,1.621591274207852e-3,6.722419964086595e1,9.039635697408637e3,2.259546508677501e3,9.951470400245538e5,9.974065865332313e5,-9.928874935158762e5,-9.954691566324396e-1,4.068638647504012e-3,8.498281626224051e-1,1.461031987300910e-1,5.669762929404361e-1
1.645024502070575e-3,6.068936810614740e2,-6.410000000000000e0,6.509045987366575e-5,1.697263983991513e-3,6.851636500794724e1,8.899127337656273e3,2.347246136951129e3,9.949211492467193e5,9.972683953836705e5,-9.925739031097682e5,-9.952926491046613e-1,4.197550782183873e-3,8.509603002056439e-1,1.448421490121721e-1,5.661543873494594e-1
1.661557273173934e-3,6.008450378720822e2,-6.400000000000000e0,6.622300960238462e-5,1.775601846668075e-3,6.982132913542563e1,8.760875055977514e3,2.437509001118718e3,9.946873567309133e5,9.971248657320320e5,-9.922498477297946e5,-9.951109252514143e-1,4.330452891910387e-3,8.520799260125856e-1,1.435896210955038e-1,5.653308890717117e-1
1.678256201389248e-3,5.948565796880164e2,-6.390000000000000e0,6.737342694668845e-5,1.856684409170325e-3,7.113945134268776e1,8.624841691509751e3,2.530410768669320e3,9.944454307567561e5,9.969758415254254e5,-9.919150199880868e5,-9.949238273120086e-1,4.467464552752064e-3,8.531869579240022e-1,1.423455775232456e-1,5.645056083648157e-1
1.695122956623251e-3,5.889277076584686e2,-6.380000000000000e0,6.854198415001480e-5,1.940593669927542e-3,7.247108918885534e1,8.490990724429676e3,2.626029384109513e3,9.941951327186882e5,9.968211621027978e5,-9.915691033345787e5,-9.947311925469762e-1,4.608708730578118e-3,8.542813109409410e-1,1.411099803284809e-1,5.636783506667360e-1
1.712159225565523e-3,5.830578288912948e2,-6.370000000000000e0,6.972895742330499e-5,2.027414148849313e-3,7.381659855107962e1,8.359286264418513e3,2.724445110825625e3,9.939362169462460e5,9.966606620570716e5,-9.912117718354204e5,-9.945328531273574e-1,4.754311866142855e-3,8.553628970891941e-1,1.398827910446633e-1,5.628489165049935e-1
1.729366711857156e-3,5.772463563937266e2,-6.360000000000000e0,7.093462699713964e-5,2.117232959136297e-3,7.517633369619365e1,8.229693039342974e3,2.825740574000731e3,9.936684305207317e5,9.964941710947325e5,-9.908426899467310e5,-9.943286360202259e-1,4.904403961624178e-3,8.564316253223362e-1,1.386639707160394e-1,5.620171014055384e-1
1.746747136261120e-3,5.714927090136708e2,-6.350000000000000e0,7.215927717431628e-5,2.210139880952259e-3,7.655064734565771e1,8.102176384146956e3,2.930000804519626e3,9.933915130882877e5,9.963215138928073e5,-9.904615122837680e5,-9.941183628704923e-1,5.059118668595006e-3,8.574874014233411e-1,1.374534799080639e-1,5.611826958014454e-1
1.764302236834335e-3,5.657963113815958e2,-6.340000000000000e0,7.340319638285997e-5,2.306227436991944e-3,7.793989073372181e1,7.976702229950536e3,3.037313283792248e3,9.931051966693880e5,9.961425099531802e5,-9.900678833855957e5,-9.939018498790199e-1,5.218593377400771e-3,8.585301279048039e-1,1.362512787177955e-1,5.603454849415503e-1
1.782033769101492e-3,5.601565938529907e2,-6.330000000000000e0,7.466667722946023e-5,2.405590969978851e-3,7.934441365872310e1,7.853237093351457e3,3.147767989423282e3,9.928092054647714e5,9.959569734541946e5,-9.896614374753481e5,-9.936789076770935e-1,5.382969307913066e-3,8.595597039077957e-1,1.350573267842912e-1,5.595052487992260e-1
1.799943506230591e-3,5.545729924514030e2,-6.320000000000000e0,7.595001655332301e-5,2.508328722127761e-3,8.076456452742450e1,7.731748065925776e3,3.261457441652258e3,9.925032556578399e5,9.957647130994922e5,-9.892417982161876e5,-9.934493411972786e-1,5.552391601623169e-3,8.605760250993852e-1,1.338715832989918e-1,5.586617619814433e-1
1.818033239210271e-3,5.490449488120395e2,-6.310000000000000e0,7.725351548042951e-5,2.614541916607292e-3,8.220069039229790e1,7.612202803923386e3,3.378476750485208e3,9.921870552135599e5,9.955655319640451e5,-9.888085784630746e5,-9.932129495407094e-1,5.727009415035090e-3,8.615789835688593e-1,1.326940070161056e-1,5.578147936383215e-1
